,003ba30e1374a6ea2cfed3594df32399,"market for hazardous waste, for incineration",Europe without Switzerland,-7.10493e-05,kilogram,cutoff38,f16ebe0cf00906d23646f15369313fe6,"treatment of low level radioactive waste, plasma torch incineration",CH,-0.09,cubic meter
182,1cd24082f9f9b9d41d248704bdf72bec,"market for hazardous waste, for incineration",RoW,-0.000363675711046,kilogram,cutoff38,,,,,
183,1d1a5b2f3d8a4fcb9c1fbf41d0692ee5,"market for hazardous waste, for incineration",RoW,-0.0036912005016144,kilogram,cutoff38,,,,,
184,1d2514009f01897f9d0ee3e5b305c8e5,"market for hazardous waste, for incineration",RoW,-0.001567,kilogram,cutoff38,,,,,
185,1d3a2a7ec6bf4c177a2a91ca3862cf46,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0065496949295866,kilogram,cutoff38,,,,,
186,1d3a2a7ec6bf4c177a2a91ca3862cf46,"market for hazardous waste, for incineration",CH,-0.0001712050704133,kilogram,cutoff38,,,,,
187,1d3e792af098a3ff032a77ed5f7f4baf,"treatment of waste polyethylene, municipal incineration",RoW,-0.0625465376023827,kilogram,cutoff38,,,,,
188,1d489607e0eac32bda8c939558d340fd,"market for hazardous waste, for incineration",RoW,-8.73e-07,kilogram,cutoff38,,,,,
189,1d99f6670b1d34075ceb77ba6a99d119,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.333596559432856,kilogram,cutoff38,,,,,
190,1de6e11a09dffbb1676c2dce4dd9100e,"market for hazardous waste, for incineration",RoW,-0.0001006252034805,kilogram,cutoff38,,,,,
191,1e02700c650eed47a0a218e8de07509a,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.137212483251452,kilogram,cutoff38,,,,,
192,1e66d5f67759c8e42306a4fd62c146d6,"market for hazardous waste, for incineration",Europe without Switzerland,-0.020608,kilogram,cutoff38,,,,,
193,1e66d5f67759c8e42306a4fd62c146d6,"market for hazardous waste, for incineration",CH,-0.0005386806758192,kilogram,cutoff38,,,,,
194,1e66d5f67759c8e42306a4fd62c146d6,"market for hazardous waste, for incineration",RoW,-0.0428533193241808,kilogram,cutoff38,,,,,
195,1e67b6a5c98627f4b47a1e265631d428,"treatment of waste polypropylene, municipal incineration",RoW,-0.933487623264238,kilogram,cutoff38,,,,,
196,1e81beb4e4843093fd462b901e073e4e,"market for hazardous waste, for incineration",Europe without Switzerland,-0.321678,kilogram,cutoff38,,,,,
197,1e81beb4e4843093fd462b901e073e4e,"market for hazardous waste, for incineration",CH,-0.0084084686741153,kilogram,cutoff38,,,,,
198,1e81beb4e4843093fd462b901e073e4e,"market for hazardous waste, for incineration",RoW,-0.668913531325885,kilogram,cutoff38,,,,,
199,1e96486a2a63b08da1607a5e7031c1e2,"treatment of waste polyethylene, municipal incineration",RoW,-0.0052589035233702,kilogram,cutoff38,,,,,
200,1ea932ad08b90a48241df29eed2ed1c0,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0020009951939353,kilogram,cutoff38,,,,,
201,1ea932ad08b90a48241df29eed2ed1c0,"market for hazardous waste, for incineration",CH,-5.23048060646386e-05,kilogram,cutoff38,,,,,
202,1ee4814ccb7d55f3b1b34554357806d0,"treatment of waste polypropylene, municipal incineration with fly ash extraction",CH,-0.98999922959431,kilogram,cutoff38,,,,,
203,1f5f9ff7248cc10c258ca41458a84d0c,"market for hazardous waste, for incineration",Europe without Switzerland,-0.233213928729689,kilogram,cutoff38,,,,,
204,1f5f9ff7248cc10c258ca41458a84d0c,"market for hazardous waste, for incineration",CH,-0.0060960712703105,kilogram,cutoff38,,,,,
205,1f9263d3f303172380fceff044ae2ccb,"market for hazardous waste, for incineration",RoW,-8.73e-07,kilogram,cutoff38,,,,,
206,1fb650cb323a2368ab6d056ac19374da,"treatment of municipal solid waste, incineration",RoW,-0.427747,kilogram,cutoff38,,,,,
207,1fbacc30405480dd15cb2804de90c2fa,"treatment of waste polyethylene, municipal incineration",RoW,-0.982431807674526,kilogram,cutoff38,,,,,
208,1fbe867cd518ee265f476fe089595cdc,"treatment of municipal solid waste, incineration",NO,-0.917669,kilogram,cutoff38,,,,,
209,2017eca237664b03c0b2f05559db39e7,"treatment of waste glass, municipal incineration",RoW,-0.0042372881355932,kilogram,cutoff38,,,,,
210,206780bb1bc3758b4635d20aeb02039a,"market for hazardous waste, for incineration",Europe without Switzerland,-0.63112,kilogram,cutoff38,,,,,
211,206780bb1bc3758b4635d20aeb02039a,"market for hazardous waste, for incineration",CH,-0.016497095696963,kilogram,cutoff38,,,,,
212,206780bb1bc3758b4635d20aeb02039a,"market for hazardous waste, for incineration",RoW,-1.31238290430304,kilogram,cutoff38,,,,,
213,20df1873a026faa0b66da9e6f75b667f,"treatment of waste graphical paper, municipal incineration with fly ash extraction",CH,-0.0155,kilogram,cutoff38,,,,,
214,20e0f23c77e33c78da03e02ecdc31267,"treatment of waste polystyrene, municipal incineration",RoW,-0.107643629912986,kilogram,cutoff38,,,,,
215,20ed9d96d7268a19bd90ded778f81541,"treatment of waste wood, untreated, municipal incineration",RoW,-0.61001052803803,kilogram,cutoff38,,,,,
216,21674c795481cbe82fa46fde23744282,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0003328148685334,kilogram,cutoff38,,,,,
217,2177a317f85aa8c060176262e8dc1ce0,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0002798973553749,kilogram,cutoff38,,,,,
218,21997407aef1846f52f6dca1d118d1e0,"market for process-specific burdens, municipal waste incineration",Europe without Switzerland,3.02675655967983e-05,kilogram,cutoff38,,,,,
219,21997407aef1846f52f6dca1d118d1e0,"market for process-specific burdens, municipal waste incineration",RoW,7.67324344032017e-05,kilogram,cutoff38,,,,,
220,21dd4be1d4403125e5a559e2b79ca30d,"market for hazardous waste, for incineration",RoW,-9.7e-07,kilogram,cutoff38,,,,,
221,21f912ef7673ff16187f15aead7de911,"market for hazardous waste, for incineration",Europe without Switzerland,-1.61,kilogram,cutoff38,,,,,
222,21f912ef7673ff16187f15aead7de911,"market for hazardous waste, for incineration",CH,-0.042084427798375,kilogram,cutoff38,,,,,
223,21f912ef7673ff16187f15aead7de911,"market for hazardous waste, for incineration",RoW,-3.34791557220163,kilogram,cutoff38,,,,,
224,221d767b28f49ef5bece3dee9c1de507,"market for hazardous waste, for incineration",CH,-0.0003066345833405,kilogram,cutoff38,,,,,
225,22a52bbba55c73209e145bac051eb2d1,"market for hazardous waste, for incineration",CH,-0.000308511948357,kilogram,cutoff38,,,,,
226,22c39fbe2f9ad143680be61281f565f1,"market for hazardous waste, for incineration",Europe without Switzerland,-5.84656883320907e-05,kilogram,cutoff38,,,,,
227,22c39fbe2f9ad143680be61281f565f1,"market for hazardous waste, for incineration",CH,-1.52825778838147e-06,kilogram,cutoff38,,,,,
228,231e5915e526e1a3d48a63fc7fd4583e,"market for hazardous waste, for incineration",Europe without Switzerland,-9.7e-07,kilogram,cutoff38,,,,,
229,2358653b8be7e5abea847b04984c06f9,"market for hazardous waste, for incineration",RoW,-8.01063467996546e-07,kilogram,cutoff38,,,,,
230,23a0131660f585209663bc75a4eed216,"treatment of waste polyurethane, municipal incineration",RoW,-0.137212483251452,kilogram,cutoff38,,,,,
231,2404b059bb96862a49778ecc9f273896,"treatment of waste graphical paper, municipal incineration",RoW,-0.61512182868626,kilogram,cutoff38,,,,,
232,24294d2e8f66024af8e36ef479128f3d,"market for hazardous waste, for incineration",RoW,-0.010274705113362,kilogram,cutoff38,,,,,
233,248c2c8f4a0c47d5c2c4387117c2a882,"market for hazardous waste, for incineration",Europe without Switzerland,-0.644,kilogram,cutoff38,,,,,
234,248c2c8f4a0c47d5c2c4387117c2a882,"market for hazardous waste, for incineration",CH,-0.01683377111935,kilogram,cutoff38,,,,,
235,248c2c8f4a0c47d5c2c4387117c2a882,"market for hazardous waste, for incineration",RoW,-1.33916622888065,kilogram,cutoff38,,,,,
236,248fe2464537a03aea3756aa12c4c6eb,"market for hazardous waste, for incineration",RoW,-0.0067209,kilogram,cutoff38,,,,,
237,24cc03090ab37f7954b74213f73bf0f3,"market for hazardous waste, for incineration",Europe without Switzerland,-1.3155855879824e-06,kilogram,cutoff38,,,,,
238,24cc03090ab37f7954b74213f73bf0f3,"market for hazardous waste, for incineration",CH,-3.4388612850949e-08,kilogram,cutoff38,,,,,
239,24ef91b95bf8e6c670c93aaf655f91ca,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0002560032244849,kilogram,cutoff38,,,,,
240,24ef91b95bf8e6c670c93aaf655f91ca,"market for hazardous waste, for incineration",CH,-6.69176969999191e-06,kilogram,cutoff38,,,,,
241,251467c1a31d8e1fed9ba12166974ff1,"treatment of waste polyurethane, municipal incineration with fly ash extraction",CH,-0.075,kilogram,cutoff38,,,,,
242,25335aa910d8d11d1d9863ea6561fa9c,"treatment of waste polyurethane, municipal incineration",RoW,-0.427746565109878,kilogram,cutoff38,,,,,
243,255bd7e702aa961ad0e858e2abc8abd5,"market for hazardous waste, for incineration",RoW,-0.0098,kilogram,cutoff38,,,,,
244,258fe5eee7d891a01f12190313b51c0e,"market for hazardous waste, for incineration",RoW,-0.0245,kilogram,cutoff38,,,,,
245,2596232e969a929c42ac37ffdb779837,"treatment of waste mineral oil, hazardous waste incineration, with energy recovery",RoW,-0.315606149916762,kilogram,cutoff38,,,,,
246,2596232e969a929c42ac37ffdb779837,"treatment of waste mineral oil, hazardous waste incineration",RoW,-0.315447172002172,kilogram,cutoff38,,,,,
247,260cb687efc7b3198c108087535abbb0,"treatment of waste polyethylene, municipal incineration",RoW,-0.247338467815546,kilogram,cutoff38,,,,,
248,260fd2ce9875076c9353046d07d0670f,"treatment of waste graphical paper, municipal incineration with fly ash extraction",CH,-0.0155,kilogram,cutoff38,,,,,
249,26290cf58b4f03d559f1dac2c4ea075b,"treatment of waste plastic, mixture, municipal incineration with fly ash extraction",CH,-0.98999922959431,kilogram,cutoff38,,,,,
250,263db9223d4daa80a63531dc96e4c9f4,"market for hazardous waste, for incineration",RoW,-0.23931,kilogram,cutoff38,,,,,
251,26ab45655b344df9ca87f062c9dbca70,"treatment of waste polyvinylchloride, municipal incineration",RoW,-0.0155584396588576,kilogram,cutoff38,,,,,
252,26b390e06a6f620b5f32ce6ada65a264,"market for hazardous waste, for incineration",Europe without Switzerland,-0.144424822354853,kilogram,cutoff38,,,,,
253,26b390e06a6f620b5f32ce6ada65a264,"market for hazardous waste, for incineration",CH,-0.0037751776451465,kilogram,cutoff38,,,,,
254,270a9a3b6a79ceb68ec48bd1acb546cd,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0238758984324825,kilogram,cutoff38,,,,,
255,270a9a3b6a79ceb68ec48bd1acb546cd,"market for hazardous waste, for incineration",CH,-0.0006241015675174,kilogram,cutoff38,,,,,
256,272c8971365d6b0f3d2a97809f51f7f6,"treatment of waste polypropylene, municipal incineration",RoW,-0.0539407403935113,kilogram,cutoff38,,,,,
257,27332d79c7cd154d4bf36b75af23f31a,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0017315545034244,kilogram,cutoff38,,,,,
258,27332d79c7cd154d4bf36b75af23f31a,"market for hazardous waste, for incineration",CH,-4.52617891169682e-05,kilogram,cutoff38,,,,,
259,278d16f899414a900d1a570cbf489127,"market for hazardous waste, for incineration",Europe without Switzerland,-1.4715349646142301e-09,kilogram,cutoff38,,,,,
260,278d16f899414a900d1a570cbf489127,"market for hazardous waste, for incineration",CH,-3.84650353857713e-11,kilogram,cutoff38,,,,,
261,2794b91011298b590f53c6a14c2fe86e,"market for hazardous waste, for incineration",RoW,-0.0843585919552602,kilogram,cutoff38,,,,,
262,27a1083cf64a6ba2ca2e1303c5ca58b0,"market for hazardous waste, for incineration",Europe without Switzerland,-9.7e-07,kilogram,cutoff38,,,,,
263,27c7a8e5dd9ea90e43b5fbcb9ea281da,"treatment of waste polypropylene, municipal incineration",RoW,-0.980653482373173,kilogram,cutoff38,,,,,
264,27dbf24d04eb69918f61b501a7b5272d,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0020608,kilogram,cutoff38,,,,,
265,27dbf24d04eb69918f61b501a7b5272d,"market for hazardous waste, for incineration",CH,-5.386806758192e-05,kilogram,cutoff38,,,,,
266,27dbf24d04eb69918f61b501a7b5272d,"market for hazardous waste, for incineration",RoW,-0.004285331932418,kilogram,cutoff38,,,,,
267,27e4eb05fd97f7361ff4014e87c2bf3e,"treatment of waste plastic, mixture, municipal incineration",RoW,-8.0368216818938e-06,kilogram,cutoff38,,,,,
268,27e4eb05fd97f7361ff4014e87c2bf3e,"treatment of municipal solid waste, incineration",ES,-0.106615215688998,kilogram,cutoff38,,,,,
269,27e4eb05fd97f7361ff4014e87c2bf3e,"market for hazardous waste, for incineration",CH,-2.32686966750013e-05,kilogram,cutoff38,,,,,
270,27e4eb05fd97f7361ff4014e87c2bf3e,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0008901772842495,kilogram,cutoff38,,,,,
271,27e4eb05fd97f7361ff4014e87c2bf3e,"market for hazardous waste, for incineration",RoW,-0.0018510797465584,kilogram,cutoff38,,,,,
272,28e790628bc6df71654d6b460586a5e5,"market for hazardous waste, for incineration",RoW,-0.000546966804319,kilogram,cutoff38,,,,,
273,29216a74b66fc1a8ce1ec6afa974387e,"treatment of waste polystyrene, municipal incineration",RoW,-0.296770319615218,kilogram,cutoff38,,,,,
274,29aefb0135ba2c76f4ce6fce4e29be82,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0116611836997178,kilogram,cutoff38,,,,,
275,29aefb0135ba2c76f4ce6fce4e29be82,"market for hazardous waste, for incineration",CH,-0.0003048163002822,kilogram,cutoff38,,,,,
276,29ca2fa62f22b514756d477885f2495c,"market for hazardous waste, for incineration",RoW,-0.0003429748466737,kilogram,cutoff38,,,,,
277,29d3edc67e8c9bc78cf343184378c777,"treatment of waste graphical paper, municipal incineration",RoW,-0.137212483251452,kilogram,cutoff38,,,,,
278,2a11034cceef3f475b2d781223e97c24,"market for hazardous waste, for incineration",Europe without Switzerland,-9.7e-07,kilogram,cutoff38,,,,,
279,2a52ac5c6a30df53de2da7bdcb20a80a,"treatment of waste graphical paper, municipal incineration",RoW,-0.0056040232423687,kilogram,cutoff38,,,,,
280,2a6596a6ee0b389ca9138ecbb06ac0f7,"treatment of waste graphical paper, municipal incineration with fly ash extraction",CH,-0.0155,kilogram,cutoff38,,,,,
281,2a9ada47f87391d617aefd8d58d7eef7,"treatment of waste polyethylene, municipal incineration",RoW,-0.944189931250273,kilogram,cutoff38,,,,,
282,2aa7ca6756da1f740a5ef8b3cae45fb0,"treatment of biowaste, municipal incineration",GLO,-0.005988357075517,kilogram,cutoff38,,,,,
283,2aa7ca6756da1f740a5ef8b3cae45fb0,"treatment of waste mineral oil, hazardous waste incineration",RoW,-0.0009437044739498,kilogram,cutoff38,,,,,
284,2ad9b348e8163d24d5a2d327c56c6aff,"market for hazardous waste, for incineration",RoW,-6.0,kilogram,cutoff38,,,,,
285,2adf719097fb70ed6bd21307be2b10ed,"treatment of waste plastic, mixture, municipal incineration",RoW,-7.64969388962861e-06,kilogram,cutoff38,,,,,
286,2adf719097fb70ed6bd21307be2b10ed,"treatment of municipal solid waste, incineration",ES,-0.101479639125872,kilogram,cutoff38,,,,,
287,2adf719097fb70ed6bd21307be2b10ed,"market for hazardous waste, for incineration",CH,-2.21478606618077e-05,kilogram,cutoff38,,,,,
288,2adf719097fb70ed6bd21307be2b10ed,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0008472980988679,kilogram,cutoff38,,,,,
289,2adf719097fb70ed6bd21307be2b10ed,"market for hazardous waste, for incineration",RoW,-0.0017619145959608,kilogram,cutoff38,,,,,
290,2ae2c3601c36f0173c4085183253c41a,"market for hazardous waste, for incineration",RoW,-0.0003707157785854,kilogram,cutoff38,,,,,
291,2b010b846c31eb60ef6bf725b52b846e,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
292,2b13da93914b9db1ea50326090a87a1c,"market for hazardous waste, for incineration",Europe without Switzerland,-1.53592476941365e-07,kilogram,cutoff38,,,,,
293,2b13da93914b9db1ea50326090a87a1c,"market for hazardous waste, for incineration",CH,-4.0148146001319505e-09,kilogram,cutoff38,,,,,
294,2b3fc05eb4c62be27a21a4d8f5d98e74,"market for hazardous waste, for incineration",RoW,-0.0828851676431058,kilogram,cutoff38,,,,,
295,2b552b7e59d4340a702fd8b8150b2d09,"market for hazardous waste, for incineration",RoW,-0.0003038527626021,kilogram,cutoff38,,,,,
296,2c34ade36b475ff95469ad054df95eab,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.670191344336828,kilogram,cutoff38,,,,,
297,2c4063550066703dddccb806df92e27f,"market for hazardous waste, for incineration",Europe without Switzerland,-0.000986769,kilogram,cutoff38,,,,,
298,2c4063550066703dddccb806df92e27f,"market for hazardous waste, for incineration",CH,-2.5793545797624e-05,kilogram,cutoff38,,,,,
299,2c4063550066703dddccb806df92e27f,"market for hazardous waste, for incineration",RoW,-0.0020519374542023,kilogram,cutoff38,,,,,
300,2ca3cc808635743b4ec4c509d5750b5d,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.137212483251452,kilogram,cutoff38,,,,,
301,2ce5772357fe56f995addcbe3a87b15e,"market for hazardous waste, for incineration",RoW,-0.007806,kilogram,cutoff38,,,,,
302,2d28adf47533f58851743494ae01db28,"market for hazardous waste, for incineration",CH,-0.0043842498279768,kilogram,cutoff38,,,,,
303,2d28adf47533f58851743494ae01db28,"market for hazardous waste, for incineration",Europe without Switzerland,-0.167725750172023,kilogram,cutoff38,,,,,
304,2d6fcfac177ad593bb96759c86a8138e,"market for hazardous waste, for incineration",CH,-4.0,kilogram,cutoff38,,,,,
305,2e11ebdf952b445f79fb8774cca41f9f,"market for hazardous waste, for incineration",RoW,-4.25203761703343e-06,kilogram,cutoff38,,,,,
306,2e5845151f0ba4dcf580bc1686700316,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.0625465376023827,kilogram,cutoff38,,,,,
307,2ed8c357fbbc680134ae5e4a8d39ffbb,"market for process-specific burdens, municipal waste incineration",CH,1.72829822455546e-05,kilogram,cutoff38,,,,,
308,2f0566b4888b29473b5b43f91660d8e2,"market for hazardous waste, for incineration",RoW,-8.35277777778e-07,kilogram,cutoff38,,,,,
309,2f25f411efef0e709b8f3dee0c2fbdf4,"treatment of waste graphical paper, municipal incineration",RoW,-0.982431807674526,kilogram,cutoff38,,,,,
310,2f7d56cfd88d06aa62fbb02cd0d149f7,"treatment of waste polyurethane, municipal incineration",RoW,-0.944189931250273,kilogram,cutoff38,,,,,
311,2f87ea96d41126339bba354747fd9159,"treatment of waste polystyrene, municipal incineration",RoW,-0.0042372881355932,kilogram,cutoff38,,,,,
312,2fb944e6a5818da9b870d6cdde00e54a,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.944189931250273,kilogram,cutoff38,,,,,
313,2ff15e2d7bc59dddca53cee043679847,"market for hazardous waste, for incineration",RoW,-0.014395,kilogram,cutoff38,,,,,
314,301ee2cd47087983fc844400632ffeb4,"treatment of waste polyethylene terephthalate, municipal incineration with fly ash extraction",CH,-0.98999922959431,kilogram,cutoff38,,,,,
315,303d92af19c6be4c94b89c7ddd879a2e,"treatment of waste mineral oil, hazardous waste incineration",RoW,-3.49397992131128e-06,kilogram,cutoff38,,,,,
316,303ef6a8589b4b8cb3aeacaf102ef0b4,"market for hazardous waste, for incineration",Europe without Switzerland,-9.7e-07,kilogram,cutoff38,,,,,
317,304b90394e91f1c95afa6ededd2c5836,"market for hazardous waste, for incineration",RoW,-0.0018215,kilogram,cutoff38,,,,,
318,30634b2a811e76ea895a81d025e7563b,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.0155584396588576,kilogram,cutoff38,,,,,
319,306984c9bfc3109c53a7fce3651dd4f6,"treatment of waste polystyrene, municipal incineration",RoW,-0.944189931250273,kilogram,cutoff38,,,,,
320,309516e9831ec1a7afcaa2af03007c45,"treatment of biowaste, municipal incineration",GLO,-0.010539639296842,kilogram,cutoff38,,,,,
321,30e3572c3ffa5372904890d8dbe46a56,"treatment of waste graphical paper, municipal incineration with fly ash extraction",CH,-0.0155,kilogram,cutoff38,,,,,
