;ex_code;ex_name;ex_loc;ex_amount;ex_unit;db_name;category
24030;fed1eb16de36bcaebb33b30fc3c3b7cb;market for waste polystyrene;RoW;-0.266691823376724;kilogram;cutoff38;non
24055;ff1067f8b5b4b0c4b9f0d3a63fb42e5d;market group for waste plastic, mixture;RER;-0.0003702899061463;kilogram;cutoff38;non
24066;ff49f457b1a67a3c3a53a895a566b1c3;market for waste, from silicon wafer production, inorganic;GLO;-0.27572;kilogram;cutoff38;non
24070;ff61c60137a26d093cd2aac1a78f8bb5;market for waste mineral wool, for final disposal;RoW;-59.2026127152556;kilogram;cutoff38;non
24074;ff7749f0dcab6327467f51354e197fb5;market for waste plastic, industrial electronics;CH;-0.00954;kilogram;cutoff38;non
24075;ff7749f0dcab6327467f51354e197fb5;market group for waste polyvinylchloride;RER;-0.00682;kilogram;cutoff38;non
24076;ff7749f0dcab6327467f51354e197fb5;market group for waste polyurethane;RER;-0.00847;kilogram;cutoff38;non
24077;ff7749f0dcab6327467f51354e197fb5;market group for waste glass;RER;-0.00383;kilogram;cutoff38;non
24078;ff7749f0dcab6327467f51354e197fb5;market group for waste polyethylene;RER;-0.0457;kilogram;cutoff38;non
24082;ff82fb62b8ea7a76dd160a7f22f3952e;market for biowaste;RoW;-3.35;kilogram;cutoff38;non
24085;ff9181e3930a3dd9433a7a4e05b7cb02;market for waste glass;BR;-8920.94444415;kilogram;cutoff38;non
24086;ff9181e3930a3dd9433a7a4e05b7cb02;market for inert waste;RoW;-71048.9176758013;kilogram;cutoff38;non
24087;ff9181e3930a3dd9433a7a4e05b7cb02;market for waste gypsum plasterboard;GLO;-16574.2577776;kilogram;cutoff38;non
24088;ff9181e3930a3dd9433a7a4e05b7cb02;market for waste concrete;RoW;-9320745.2017768;kilogram;cutoff38;non
24089;ff9181e3930a3dd9433a7a4e05b7cb02;market for waste wood, untreated;BR;-17447.38688;kilogram;cutoff38;non
24090;ff97bfce5a4e9f7d31e13a23d5a837b9;market for waste electric and electronic equipment;GLO;-7.73;kilogram;cutoff38;non
24091;ff97bfce5a4e9f7d31e13a23d5a837b9;market for waste aluminium;GLO;-117.0;kilogram;cutoff38;non
24094;ff97bfce5a4e9f7d31e13a23d5a837b9;market for waste bulk iron, excluding reinforcement;RoW;-507.209209188546;kilogram;cutoff38;non
24097;ff97bfce5a4e9f7d31e13a23d5a837b9;market for waste rubber, unspecified;RoW;-4.73070297849092;kilogram;cutoff38;non
24108;ffb88b7620a6c7127ce50767cc82d941;market for waste cement, hydrated;CH;-8.71e-07;kilogram;cutoff38;non
24109;ffb88b7620a6c7127ce50767cc82d941;market for waste plastic, mixture;CH;-3.88e-05;kilogram;cutoff38;non
24110;ffb88b7620a6c7127ce50767cc82d941;market for waste graphical paper;CH;-3.88e-05;kilogram;cutoff38;non
24111;ffdb96f40f79dd758d95b94f2064a5b0;market for inert waste, for final disposal;RoW;-0.16;kilogram;cutoff38;non
24117;ffdc06711bc89fce6985a7cc2270d195;market group for waste polypropylene;RER;-6.03446755239117e-05;kilogram;cutoff38;non
24118;ffdc06711bc89fce6985a7cc2270d195;market for waste polypropylene;RoW;-0.0004874287783445;kilogram;cutoff38;non
24119;ffe124c86ce6c7c2116cf168fb76ce30;market for waste reinforced concrete;RoW;-6000000.0;kilogram;cutoff38;non
24120;ffef3490b4d118ee8e45308eb89343fa;market for waste mineral oil;RoW;-2.45871535560857e-06;kilogram;cutoff38;non
24121;ffef3490b4d118ee8e45308eb89343fa;market for municipal solid waste;RoW;-2.45871535560857e-06;kilogram;cutoff38;non
218;162945c1adaa251525c240850e98b078;treatment of wastewater from cathode ray tube production, capacity 1.1E10l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
223;165de0a86842e49376dab45dad98d6cb;treatment of wastewater from ground granulated blast furnace slag production;RoW;-0.929513888888889;cubic meter;cutoff38;non
553;36e90a85177ed04f766d4f9a2ad6f327;treatment of wastewater from liquid crystal production, capacity 1.1E10l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
625;3de9f48490e0be0ce56b1e18e13eea60;market for wastewater from tube collector production;GLO;-0.00312;cubic meter;cutoff38;non
705;4558ef9aa619738756e7ce99b9b56217;treatment of wastewater from black chrome coating, capacity 1.1E10l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
789;501f812d6f9226327651e96b3af751df;treatment of wastewater from medium density fibreboard production, capacity 5E9l/year;RoW;-0.865036674816626;cubic meter;cutoff38;non
889;59872e4863a021fca8520a3fca88ef77;market for wastewater from wafer fabrication;GLO;-96.509;cubic meter;cutoff38;non
950;5f7fd63979f7065be5a27a84f7933548;treatment of wastewater from tube collector production, capacity 1.1E10l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
1066;6ad13ecb22eada434c5385659650186e;market for wastewater from liquid crystal display production;GLO;-0.095667;cubic meter;cutoff38;non
1071;6b5cda50b8776c13283ad959146143fc;treatment of wastewater from wafer fabrication, capacity 1.1E10l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
1087;6d9d014d4f29f7fbdf6c631c99020ba1;market for wastewater from liquid crystal display backlight production;GLO;-0.09505;cubic meter;cutoff38;non
1113;6fb2a05f20b8c88f1ee7e3493b35ea0c;market for wastewater from grass refinery;CH;-0.0074893320560829;cubic meter;cutoff38;non
1453;8d7ab9d7bcd0b896e4db1019b018413c;treatment of wastewater from plywood production, capacity 5E9l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
1550;9832c09e6378b402e68ab78694504ac0;treatment of wastewater from PV cell production, capacity 5E9l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
1610;9d493b14763001ba368c6e3fae00dfba;market for wastewater from ammonium paratungstate production;CN;-0.024385;cubic meter;cutoff38;non
1660;a18887af4b8f3878cd40336c54fa45cf;treatment of wastewater from potato starch production, capacity 1.1E10l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
1678;a3678a201fe953dcbd2a1a546e7c3218;treatment of wastewater, average, capacity 1.6E8l/year;CH;-0.168115812601952;cubic meter;cutoff38;non
1680;a3678a201fe953dcbd2a1a546e7c3218;treatment of wastewater, average, capacity 4.7E10l/year;CH;-0.0732125719359953;cubic meter;cutoff38;non
1691;a4baea9365a13ba573c85b068e2306d1;market for wastewater from cathode ray tube production;GLO;-0.0049159;cubic meter;cutoff38;non
1708;a65afd10129ba7e652878ada0a423dee;treatment of wastewater from liquid crystal display backlight production, capacity 1.1E10l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
1751;a9f751397e5c036183f8ffd43a05a7b7;market for wastewater from ground granulated blast furnace slag production;GLO;-0.0003521760678752;cubic meter;cutoff38;non
1774;ac5c6cecb4330150cc263f8e4bfba29d;treatment of wastewater from hard fibreboard production, capacity 5E9l/year;RoW;-0.705102040816327;cubic meter;cutoff38;non
1896;ba52a351b10ee65afb1760f68848a754;market for wastewater from ceramic production;CH;-0.000983;cubic meter;cutoff38;non
1908;bbd4063b2c4504660c580fa2a310ce40;treatment of wastewater, average, capacity 5E9l/year;CH;-0.00152;cubic meter;cutoff38;non
1917;bcc27ad591d90e4eb3395b51fa932ae7;treatment of wastewater from lorry production, capacity 4.7E10l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
1919;bcee5dcdc39efebdaf142b7cbbe6f005;market for wastewater from liquid crystal production;GLO;-0.0022062;cubic meter;cutoff38;non
2001;c49b186da1f23a023ba01ebbe8635984;treatment of wastewater from glass production, capacity 1.1E10l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
2054;caa316392e51bb5d28d75146517c4f09;treatment of wastewater from liquid crystal display production, capacity 1.1E10l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
2093;cdc5c9b4f4c6f6f03c2b6baff0897f91;market for wastewater from soft fibreboard production;RoW;-1.7322329014268e-05;cubic meter;cutoff38;non
2154;d2475b72218699d7b18c4647abe1a68e;treatment of wastewater from maize starch production, capacity 1.1E10l/year;RoW;-0.991583114440325;cubic meter;cutoff38;non
2171;d324cb037b4a4dd03d4e06dda31e505f;market for wastewater, unpolluted, from residence;RoW;-0.0006899;cubic meter;cutoff38;non
2174;d337cfaa6f7657e8b22f50ada81729af;market for wastewater from black chrome coating;GLO;-0.00849;cubic meter;cutoff38;non
2269;dc03211e41028d8aacc8797657e89176;treatment of wastewater from particleboard production, capacity 5E9l/year;RoW;-0.619456366237482;cubic meter;cutoff38;non
2287;de6c97d26c7fd97f264dd4b65f4c9e54;treatment of wastewater, average, capacity 1E9l/year;RoW;-2.72e-05;cubic meter;cutoff38;non
2304;e0099b022704ba4166db7a4fe6fdb9af;market for wastewater from plywood production;GLO;-0.0859191763198484;cubic meter;cutoff38;non
2319;e286c876c934f2afa8c070e1e6dc7bfe;market for wastewater from medium density board production;GLO;-0.404995606671912;cubic meter;cutoff38;non
2407;efad465e897b88627b7888d717b63af2;market for wastewater from glass production;GLO;-0.00176;cubic meter;cutoff38;non
2436;f24cfc9d868c5265cb1a700bc0bf4a8e;market for wastewater from textile production;GLO;-0.02;cubic meter;cutoff38;non
2502;f7d187f8ff556a6a30d8ce3b16091a49;direct disposal of wastewater from textile production;GLO;-0.128;cubic meter;cutoff38;non
2533;fa881b8be125dec958a0a8f6ed3a76b9;market for wastewater from hard fibreboard production;GLO;-2.22060724294884;cubic meter;cutoff38;non
2544;fc36f3ea781eab94ff8393999bff9a72;market for wastewater from vegetable oil refinery;GLO;-0.00138;cubic meter;cutoff38;non
2546;fc4d4696ba4fe577e0f5c2065ce10899;market for wastewater from maize starch production;GLO;-6.21350334219754e-08;cubic meter;cutoff38;non
2550;fcd600548ddedc4288edafff804b2b96;market for wastewater from potato starch production;GLO;-0.0004878722236112;cubic meter;cutoff38;non
2551;fcf94b1d0358068033558d8cc83b1392;market for wastewater from particleboard production;GLO;-3.78643305787576e-05;cubic meter;cutoff38;non
2554;fd5a930593cf53d9872ab71b1b5f5b0e;treatment of wastewater, average, capacity 1.1E10l/year;CH;-3.8e-05;cubic meter;cutoff38;non
2555;fd675989c9e6333605775cf6ac1af79a;market for wastewater from concrete production;CH;-0.161;cubic meter;cutoff38;non
2563;fdb85318a81857b1b1f7254471423f36;market for wastewater from pig iron production;CH;-0.036;cubic meter;cutoff38;non
2566;fe53eb8f73825c0a02f690a65caecbe5;market for wastewater, unpolluted;RoW;-3.3e-06;cubic meter;cutoff38;non
2574;ff49f457b1a67a3c3a53a895a566b1c3;market for wastewater from PV cell production;GLO;-0.21734;cubic meter;cutoff38;non
2577;ff846967159815136cd52edc29f34b9a;market for wastewater, from residence;RoW;-0.00010147;cubic meter;cutoff38;non
2579;ff97bfce5a4e9f7d31e13a23d5a837b9;market for wastewater from lorry production;GLO;-0.442;cubic meter;cutoff38;non
2584;fff7710f09bc109e251d32058ce54dde;market for wastewater, average;RoW;-4.5531197301855e-08;cubic meter;cutoff38;non
142;18aa9ce2ddae9c96d6e9973f459f032e;treatment of waste glass, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;incineration
203;1ee4814ccb7d55f3b1b34554357806d0;treatment of waste polypropylene, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;incineration
315;301ee2cd47087983fc844400632ffeb4;treatment of waste polyethylene terephthalate, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;incineration
351;360b07c65bc6ff821d2629bc73710429;treatment of waste polyethylene, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;incineration
644;6cc974888252f46ec3d67dde695c2152;process-specific burdens, municipal waste incineration;CH;7.59e-06;kilogram;cutoff38;incineration
701;792da10b3d13573b1c4ef144f3bd8077;treatment of waste polystyrene, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;incineration
711;7a0eb3c4a27c58f5c0005ea918ecb9dc;treatment of waste rubber, unspecified, municipal incineration;RoW;-0.76;kilogram;cutoff38;incineration
807;86c9559975d80cbdfd21542c186bc1a4;treatment of waste polyvinylchloride, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;incineration
857;91a27e9faa7c32ec61edbb0b089afce2;treatment of waste wood, untreated, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;incineration
938;a37d19fe93bab8337bb6abd8e6c9dfe6;treatment of waste textile, soiled, municipal incineration;RoW;-0.990717150895866;kilogram;cutoff38;incineration
972;a9cf9dbbe62f31e35d984918704c7b5c;treatment of municipal solid waste, municipal incineration with fly ash extraction;CH;-0.989999;kilogram;cutoff38;incineration
1004;af07a7f42c4f4dbae627f9a26509434e;treatment of waste emulsion paint, municipal incineration;Europe without Switzerland;-0.324060693641618;kilogram;cutoff38;incineration
1032;b45aea6638b6cc7f423af798bf559903;treatment of waste polyurethane, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;incineration
1082;bcd63283b0ba1c3bb71519ac5d1249e0;treatment of waste paint, municipal incineration;RoW;-0.189187408168411;kilogram;cutoff38;incineration
1129;c68d7192c9a20849fff3beed013a0fe8;treatment of waste plastic, mixture, municipal incineration with fly ash extraction;CH;-3.88e-05;kilogram;cutoff38;incineration
1164;cb16cd992ebb15d748336ff03f7cce0b;treatment of waste paint, municipal incineration with fly ash extraction;CH;-0.05;kilogram;cutoff38;incineration
1166;cbf9abbff1c3649505375703cfef368a;treatment of waste plastic, consumer electronics, municipal incineration;RoW;-0.999999977077802;kilogram;cutoff38;incineration
1321;ebf137b0603397e731d9c9327917688f;treatment of waste polystyrene, municipal incineration;RoW;-0.982431807674526;kilogram;cutoff38;incineration
1323;ec38ca4dc5eeedafa233b355976a915c;treatment of waste polyurethane, municipal incineration;RoW;-0.256386189641601;kilogram;cutoff38;incineration
1327;ee271fa52f7512b1009814c79624a8cb;treatment of waste glass, municipal incineration;RoW;-0.137212483251452;kilogram;cutoff38;incineration
1328;ee3ad29dc9c1edfa03bd6007a1404a7c;treatment of waste polyethylene, municipal incineration;RoW;-0.0539407403935113;kilogram;cutoff38;incineration
1348;f16114f20dfb164f1ef9b0aa9c393633;treatment of biowaste, municipal incineration with fly ash extraction;CH;-0.446727762192701;kilogram;cutoff38;incineration
1364;f47a4ac918bcaf6e3590c0957b0435f8;treatment of waste polypropylene, municipal incineration;RoW;-0.0042372881355932;kilogram;cutoff38;incineration
1383;f70666fd3525d42ae645122a444d4c21;treatment of municipal solid waste, incineration;ES;-0.12684954890734;kilogram;cutoff38;incineration
1387;f7236903a71ad59d253c6bfb621476f0;treatment of waste paperboard, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;incineration
1401;f8ad839d843a7e8e9c4128867841a6d7;treatment of waste graphical paper, municipal incineration with fly ash extraction;CH;-0.0155;kilogram;cutoff38;incineration
1408;f9b0738eac0c889b173e121cbdf7d32c;treatment of waste graphical paper, municipal incineration;RoW;-0.0155;kilogram;cutoff38;incineration
1409;f9d9e1fe071af805ff86ec66d4f5f0c9;treatment of waste emulsion paint, municipal incineration with fly ash extraction;CH;-1.12;kilogram;cutoff38;incineration
1414;fa5dd14ff0306082e6954dc6f7de782a;treatment of waste polyethylene terephthalate, municipal incineration;RoW;-0.944189931250273;kilogram;cutoff38;incineration
1419;fb90d32a136e3b68a7d9834121e30823;market for process-specific burdens, municipal waste incineration;RoW;5.9234570857051e-05;kilogram;cutoff38;incineration
1422;fbf03310304689a5a7ebe1cc523b3822;treatment of waste wood, untreated, municipal incineration;RoW;-0.0042372881355932;kilogram;cutoff38;incineration
1427;fd60f6bab9f81a740200ccec1fe04f16;treatment of waste plastic, mixture, municipal incineration;RoW;-0.247338467815546;kilogram;cutoff38;incineration
1430;fe4631d4f242074f1b41bb6c017d6d04;treatment of biowaste, municipal incineration;GLO;-0.0050793434247566;kilogram;cutoff38;incineration
1432;fe7e71a5ea6c93aa420c70864fc1cecf;treatment of waste paperboard, municipal incineration;RoW;-0.61512182868626;kilogram;cutoff38;incineration
1433;fea2d26de5ccbae6df6f1c76a6e9d5ec;treatment of waste polyvinylchloride, municipal incineration;RoW;-0.107643629912986;kilogram;cutoff38;incineration
306;3456e7fc0ce6690edd534aad56586a56;treatment of hazardous waste, hazardous waste incineration, with energy recovery;RoW;-0.5;kilogram;cutoff38;hazardous
342;3f850a95f06cd18306a0fa8b10f5aeff;treatment of spent antifreezer liquid, hazardous waste incineration, with energy recovery;RoW;-0.495791557220162;kilogram;cutoff38;hazardous
343;3f850a95f06cd18306a0fa8b10f5aeff;treatment of spent antifreezer liquid, hazardous waste incineration;RoW;-0.495791557220162;kilogram;cutoff38;hazardous
458;58419129ca49265c2bbf18444682cf42;treatment of hazardous waste, hazardous waste incineration;RoW;-0.0001364917561263;kilogram;cutoff38;hazardous
915;bcd63283b0ba1c3bb71519ac5d1249e0;treatment of waste paint, hazardous waste incineration, with energy recovery;RoW;-0.0409307857286109;kilogram;cutoff38;hazardous
916;bcd63283b0ba1c3bb71519ac5d1249e0;treatment of waste paint, hazardous waste incineration;RoW;-0.0409307857286109;kilogram;cutoff38;hazardous
955;c68e272a3ed8f6a9c8a48502298ec56b;treatment of waste emulsion paint, hazardous waste incineration, with energy recovery;CH;-0.0183722212015433;kilogram;cutoff38;hazardous
956;c68e272a3ed8f6a9c8a48502298ec56b;treatment of waste emulsion paint, hazardous waste incineration;CH;-0.0183722212015433;kilogram;cutoff38;hazardous
966;c822dc6bb34eb2098a6e4e847e648ee4;treatment of used capacitor, to hazardous waste incineration, with energy recovery;RoW;-0.495791557220162;kilogram;cutoff38;hazardous
967;c822dc6bb34eb2098a6e4e847e648ee4;treatment of used capacitor, to hazardous waste incineration;RoW;-0.495791557220162;kilogram;cutoff38;hazardous
1101;e6ee0db2f8970280601fe081882e932a;treatment of refinery sludge, hazardous waste incineration, with energy recovery;CH;-0.5;kilogram;cutoff38;hazardous
1102;e6ee0db2f8970280601fe081882e932a;treatment of refinery sludge, hazardous waste incineration;CH;-0.5;kilogram;cutoff38;hazardous
1131;ef3c1e70d617452d89dfbecc859eb56b;treatment of waste mineral oil, hazardous waste incineration, with energy recovery;Europe without Switzerland;-0.397600148816246;kilogram;cutoff38;hazardous
1153;f31dea514d74ebd48b7fdee4b81c80cd;treatment of spent solvent mixture, hazardous waste incineration, with energy recovery;Europe without Switzerland;-0.382239597488572;kilogram;cutoff38;hazardous
1154;f31dea514d74ebd48b7fdee4b81c80cd;treatment of spent solvent mixture, hazardous waste incineration;Europe without Switzerland;-0.382239597488572;kilogram;cutoff38;hazardous
1159;f4859b18b3f1279afa171141d31d8115;treatment of bilge oil, hazardous waste incineration, with energy recovery;RoW;-0.5;kilogram;cutoff38;hazardous
1160;f4859b18b3f1279afa171141d31d8115;treatment of bilge oil, hazardous waste incineration;RoW;-0.5;kilogram;cutoff38;hazardous
1190;f88d9ee43ba457c82636b6496b51b616;treatment of fly ash and scrubber sludge, hazardous waste incineration, with energy recovery;Europe without Switzerland;-0.5;kilogram;cutoff38;hazardous
1191;f88d9ee43ba457c82636b6496b51b616;treatment of fly ash and scrubber sludge, hazardous waste incineration;Europe without Switzerland;-0.5;kilogram;cutoff38;hazardous
1211;fbf51ee94d6b4481482b61d6913c4f59;treatment of waste mineral oil, hazardous waste incineration;RoW;-5.76783987010117e-05;kilogram;cutoff38;hazardous
1220;feebb83a48dd01294f7436305ee4ae69;market for hazardous waste, for incineration;RoW;-0.00084;kilogram;cutoff38;hazardous
64;2558088b18f9cf8789cad106dbddf16c;treatment of low level radioactive waste for final repository;RoW;-0.991583114440322;cubic meter;cutoff38;hazardous
277;aee86ab018bcde870e81e48589cd0c84;market for high level radioactive waste for final repository;RoW;-0.0023;cubic meter;cutoff38;hazardous
364;f16ebe0cf00906d23646f15369313fe6;treatment of low level radioactive waste, in interim storage;CH;-0.9;cubic meter;cutoff38;hazardous
365;f16ebe0cf00906d23646f15369313fe6;treatment of low level radioactive waste, surface or trench deposit;CH;-0.01;cubic meter;cutoff38;hazardous
366;f16ebe0cf00906d23646f15369313fe6;treatment of low level radioactive waste, plasma torch incineration;CH;-0.09;cubic meter;cutoff38;hazardous
376;f4f2bed7a59d206e805d87e9f53192f5;Volume occupied, final repository for low-active radioactive waste;None;6.3220113e-08;cubic meter;cutoff38;hazardous
377;f4f2bed7a59d206e805d87e9f53192f5;Volume occupied, final repository for radioactive waste;None;2.1121809e-09;cubic meter;cutoff38;hazardous
382;fb506db4f642fe362f38442e7ff34751;market for low level radioactive waste;GLO;-0.00063;cubic meter;cutoff38;hazardous
383;fbaba90b3050b2b24822fceb64a99904;market for low level radioactive waste for final repository;GLO;-2.85131702147184e-06;cubic meter;cutoff38;hazardous
49;0d72f458790d75380907a1dd32e4566c;treatment of basic oxygen furnace waste, residual material landfill;RoW;-0.991583114440322;kilogram;cutoff38;dump
131;1bfda2d364a92bceab67fdd5e4e4ba45;treatment of waste polyurethane, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;dump
153;20e0f23c77e33c78da03e02ecdc31267;treatment of waste polystyrene, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;dump
247;3735848df52fa430113ad35a6b4c6f40;treatment of municipal solid waste, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.0275828515230707;kilogram;cutoff38;dump
249;3735848df52fa430113ad35a6b4c6f40;treatment of municipal solid waste, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0509696662136194;kilogram;cutoff38;dump
277;41f4cefcded659382da062f757d9700b;treatment of waste plastic, mixture, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;dump
285;438c5e851b55ccad7ff60d6221df6fa4;treatment of waste wood, untreated, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.033341383114629;kilogram;cutoff38;dump
332;50002cec36e85ca6bc4ebdc2d91e6d8a;treatment of waste polystyrene, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0718162919968532;kilogram;cutoff38;dump
363;5818b9ad4c504660ebd8416dc222bf68;treatment of drilling waste, residual material landfill;RoW;-0.4;kilogram;cutoff38;dump
376;5a234131eced8e8dcd9be95afa9187d8;treatment of waste polypropylene, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;dump
378;5a234131eced8e8dcd9be95afa9187d8;treatment of waste polypropylene, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0792268474637746;kilogram;cutoff38;dump
438;6491827976b1b1cd686ee321444ddd5c;treatment of waste paperboard, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.0283896623691172;kilogram;cutoff38;dump
440;6491827976b1b1cd686ee321444ddd5c;treatment of waste paperboard, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0475699648170677;kilogram;cutoff38;dump
465;6921b9ac3e0c35288326c9a81aaceb1b;treatment of waste graphical paper, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.0283896623691172;kilogram;cutoff38;dump
479;6b72b028734f410c47c64e2de47af694;treatment of waste plastic, mixture, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0718162919968532;kilogram;cutoff38;dump
498;6ef1f07efc2ec924c8266c134a61b830;treatment of inert waste, inert material landfill;CH;-0.004995;kilogram;cutoff38;dump
515;7497f823bc05208bec6753b7f46745b8;treatment of waste graphical paper, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0718162919968532;kilogram;cutoff38;dump
597;851f2a956633761633f002ed207c56c2;treatment of waste wood, untreated, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0718162919968532;kilogram;cutoff38;dump
639;8dd2e20d0e16384c051637817ef928d4;treatment of waste glass, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.0337819715299597;kilogram;cutoff38;dump
641;8dd2e20d0e16384c051637817ef928d4;treatment of waste glass, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0609226871729106;kilogram;cutoff38;dump
692;9c159faa49bc3cc3789a4f998ea19ca5;treatment of waste plastic plaster, inert material landfill;RoW;-0.82;kilogram;cutoff38;dump
693;9c159faa49bc3cc3789a4f998ea19ca5;treatment of waste plastic plaster, sanitary landfill;RoW;-0.18;kilogram;cutoff38;dump
698;9cd55dce6a45000072e91e955a7a9211;treatment of waste frit from cathode ray tube production, residual material landfill;RoW;-0.991583114440322;kilogram;cutoff38;dump
701;9e2322b1e96c52896258e5cbe22ff219;treatment of waste polyethylene, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;dump
708;9eaaaeb558f1a168fab93bbc5698196d;treatment of waste polyethylene terephthalate, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;dump
710;9eaaaeb558f1a168fab93bbc5698196d;treatment of waste polyethylene terephthalate, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0792268474637746;kilogram;cutoff38;dump
725;a1bf3c7e192ad615c3da949d66c6cc6d;treatment of waste polyethylene, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0718162919968532;kilogram;cutoff38;dump
734;a4907dd290dc65c0238c36d000af316f;treatment of waste gypsum, inert material landfill;CH;-0.700000098808261;kilogram;cutoff38;dump
738;a6b3225d1a732bca175df75c2f6b0b7d;treatment of waste gypsum, sanitary landfill;CH;-0.85;kilogram;cutoff38;dump
788;af0199131188946560a15f7a248426d3;treatment of waste, from silicon wafer production, underground deposit;RoW;-0.939485376182072;kilogram;cutoff38;dump
789;af07a7f42c4f4dbae627f9a26509434e;treatment of waste emulsion paint, inert material landfill;Europe without Switzerland;-0.0986271676300578;kilogram;cutoff38;dump
790;af07a7f42c4f4dbae627f9a26509434e;treatment of waste emulsion paint, sanitary landfill;Europe without Switzerland;-0.394508670520231;kilogram;cutoff38;dump
837;bcd63283b0ba1c3bb71519ac5d1249e0;treatment of waste paint, inert material landfill;RoW;-0.122273960451881;kilogram;cutoff38;dump
844;bd7e9bc35a3b8be7a74bb733e7eb0f37;treatment of waste polystyrene, unsanitary landfill, moist infiltration class (300mm);GLO;-0.848434117077867;kilogram;cutoff38;dump
853;bfa01fd139ee8800b6a8242d8b3537fa;treatment of waste polyethylene, unsanitary landfill, wet infiltration class (500mm);GLO;-0.765380844923606;kilogram;cutoff38;dump
888;c68d7192c9a20849fff3beed013a0fe8;treatment of waste cement, hydrated, residual material landfill;CH;-8.69e-07;kilogram;cutoff38;dump
902;c8c8cc9820e2ddb62fa8a61fca966e20;treatment of inert waste, sanitary landfill;RoW;-0.000408267;kilogram;cutoff38;dump
913;cbf9abbff1c3649505375703cfef368a;treatment of waste plastic, consumer electronics, sanitary landfill, wet infiltration class (500mm);GLO;-7.64073257112798e-09;kilogram;cutoff38;dump
914;cbf9abbff1c3649505375703cfef368a;treatment of waste plastic, consumer electronics, unsanitary landfill, wet infiltration class (500mm);GLO;-7.64073257112798e-09;kilogram;cutoff38;dump
931;cef65ea9f4aebac39ed4abc410d1ec74;treatment of waste polyvinylchloride, sanitary landfill;RoW;-0.948089483664233;kilogram;cutoff38;dump
934;cf6ee674ffa5bdedda31e53eb0838914;treatment of waste paperboard, unsanitary landfill, moist infiltration class (300mm);GLO;-0.0885383511576547;kilogram;cutoff38;dump
950;d35cec7ce2763b93477a16d65e4939c5;treatment of waste polyurethane, unsanitary landfill, moist infiltration class (300mm);GLO;-0.329636389307973;kilogram;cutoff38;dump
957;d4dfa41f45639a4280871702bfa2bf71;treatment of waste polypropylene, unsanitary landfill, moist infiltration class (300mm);GLO;-0.081665232033263;kilogram;cutoff38;dump
982;da3ce00fffdee7ebc036db2e2636393b;treatment of waste paperboard, inert material landfill;RoW;-0.018;kilogram;cutoff38;dump
