;ex_code;ex_name;ex_loc;ex_amount;ex_unit;db_name;category
3693;1c72db0af128db9aa10052ab66bfe125;treatment of waste polyethylene terephthalate, unsanitary landfill, moist infiltration class (300mm);GLO;-0.0302713351171565;kilogram;cutoff38;total
3849;1d99f6670b1d34075ceb77ba6a99d119;treatment of waste plastic, mixture, open dump, moist infiltration class (300mm);GLO;-0.0832381279944318;kilogram;cutoff38;total
3850;1d99f6670b1d34075ceb77ba6a99d119;treatment of waste plastic, mixture, sanitary landfill;RoW;-0.474264034183161;kilogram;cutoff38;total
3851;1d99f6670b1d34075ceb77ba6a99d119;treatment of waste plastic, mixture, unsanitary landfill, moist infiltration class (300mm);GLO;-0.0885383511576547;kilogram;cutoff38;total
3935;1e538f517e2d0b934dbe24014f58778b;treatment of waste glass, open dump, dry infiltration class (100mm);GLO;-0.0338346476700409;kilogram;cutoff38;total
3944;1e67b6a5c98627f4b47a1e265631d428;treatment of waste polypropylene, unsanitary landfill, wet infiltration class (500mm);GLO;-0.0049764158512192;kilogram;cutoff38;total
3980;1ee4814ccb7d55f3b1b34554357806d0;treatment of waste polypropylene, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;total
3982;1ee4814ccb7d55f3b1b34554357806d0;treatment of waste polypropylene, open dump, wet infiltration class (500mm);GLO;-0.0094739291825948;kilogram;cutoff38;total
3990;1f2a6404c68a2f6840c75d55a8e04c83;market for basic oxygen furnace waste;GLO;-0.0923;kilogram;cutoff38;total
4035;1fb650cb323a2368ab6d056ac19374da;treatment of municipal solid waste, open dump, wet infiltration class (500mm);GLO;-0.291427;kilogram;cutoff38;total
4042;1fbe867cd518ee265f476fe089595cdc;treatment of municipal solid waste, open dump, very wet infiltration class (1000mm);GLO;-0.00952916;kilogram;cutoff38;total
4043;1fbe867cd518ee265f476fe089595cdc;treatment of municipal solid waste, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0718163;kilogram;cutoff38;total
4045;1fc560d7ff212f4c5176b042b3bc5ba0;treatment of waste plastic plaster, collection for final disposal;CH;-0.82;kilogram;cutoff38;total
4046;1fc560d7ff212f4c5176b042b3bc5ba0;treatment of waste plastic plaster, sorting plant;CH;-0.18;kilogram;cutoff38;total
4174;20e0f23c77e33c78da03e02ecdc31267;treatment of waste polystyrene, open dump, dry infiltration class (100mm);GLO;-0.0499944695133922;kilogram;cutoff38;total
4175;20e0f23c77e33c78da03e02ecdc31267;treatment of waste polystyrene, open dump, hyperarid infiltration class (-250mm);GLO;-0.0241530148866973;kilogram;cutoff38;total
4177;20e0f23c77e33c78da03e02ecdc31267;treatment of waste polystyrene, open dump, very wet infiltration class (1000mm);GLO;-0.0581108636290239;kilogram;cutoff38;total
4180;20e0f23c77e33c78da03e02ecdc31267;treatment of waste polystyrene, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;total
4182;20e0f23c77e33c78da03e02ecdc31267;treatment of waste polystyrene, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0792268474637745;kilogram;cutoff38;total
4188;20ed9d96d7268a19bd90ded778f81541;treatment of waste wood, untreated, open dump, moist infiltration class (300mm);GLO;-0.23634955508555;kilogram;cutoff38;total
4256;22103e4913a418513c4b0fa256bdf3d9;treatment of slaughterhouse waste, rendering;CH;-0.0016832061068702;kilogram;cutoff38;total
4461;23d659be8e5ff3913e145e39bc6e8ec9;market for waste zeolite;CH;-0.0020803;kilogram;cutoff38;total
4537;2441c806d51d2e2e2ab66a6a54e080ec;treatment of waste polyethylene, open dump, dry infiltration class (100mm);GLO;-0.0338346476700409;kilogram;cutoff38;total
4538;2441c806d51d2e2e2ab66a6a54e080ec;treatment of waste polyethylene, unsanitary landfill, dry infiltration class (100mm);GLO;-0.932741443289229;kilogram;cutoff38;total
4565;247e03303aabbeca93f004e4d4381830;treatment of waste graphical paper, open dump, wet infiltration class (500mm);GLO;-0.269517905876238;kilogram;cutoff38;total
4566;247e03303aabbeca93f004e4d4381830;treatment of waste graphical paper, unsanitary landfill, wet infiltration class (500mm);GLO;-0.667053470151236;kilogram;cutoff38;total
4617;251467c1a31d8e1fed9ba12166974ff1;treatment of waste polyurethane, municipal incineration with fly ash extraction;CH;-0.075;kilogram;cutoff38;total
4641;2596232e969a929c42ac37ffdb779837;treatment of waste mineral oil, hazardous waste incineration, with energy recovery;RoW;-0.315606149916762;kilogram;cutoff38;total
4712;26290cf58b4f03d559f1dac2c4ea075b;treatment of waste plastic, mixture, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;total
4714;26290cf58b4f03d559f1dac2c4ea075b;treatment of waste plastic, mixture, open dump, wet infiltration class (500mm);GLO;-0.0094739291825948;kilogram;cutoff38;total
4912;272c8971365d6b0f3d2a97809f51f7f6;treatment of waste polypropylene, open dump, dry infiltration class (100mm);GLO;-0.02611582974533;kilogram;cutoff38;total
4913;272c8971365d6b0f3d2a97809f51f7f6;treatment of waste polypropylene, unsanitary landfill, dry infiltration class (100mm);GLO;-0.892349587988298;kilogram;cutoff38;total
5104;289411c898d213016a5e76bf882dd855;market for waste paint on wood;CH;-0.0005027955432203;kilogram;cutoff38;total
5192;295d6badb8e4496a3b54d9234288c6ee;treatment of waste plastic, mixture, unsanitary landfill, wet infiltration class (500mm);GLO;-0.2105284767503;kilogram;cutoff38;total
5210;29d3edc67e8c9bc78cf343184378c777;treatment of waste graphical paper, unsanitary landfill, moist infiltration class (300mm);GLO;-0.848434117077867;kilogram;cutoff38;total
5259;2aa7ca6756da1f740a5ef8b3cae45fb0;treatment of biowaste, municipal incineration;GLO;-0.005988357075517;kilogram;cutoff38;total
5636;2d29d198440a574930cd42fdc9d7666a;treatment of waste plastic plaster, inert material landfill;CH;-0.968122786304604;kilogram;cutoff38;total
5765;2ed8c357fbbc680134ae5e4a8d39ffbb;market for waste packaging paper;CO;1.09832114954235e-10;kilogram;cutoff38;total
5902;301ee2cd47087983fc844400632ffeb4;treatment of waste polyethylene terephthalate, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;total
6018;30eb876f0ce9c42fcc1b84509399dfe9;treatment of waste paint, municipal incineration with fly ash extraction;CH;-5.23;kilogram;cutoff38;total
6036;310bd997e7f3afcb91119b8cc439118d;treatment of municipal solid waste, open dump, dry infiltration class (100mm);GLO;-0.0305664;kilogram;cutoff38;total
6087;3150c04f0ed64966d6b4f6c52eb4e9b4;treatment of municipal solid waste, open dump, moist infiltration class (300mm);GLO;-0.150754;kilogram;cutoff38;total
6089;3150c04f0ed64966d6b4f6c52eb4e9b4;treatment of municipal solid waste, unsanitary landfill, moist infiltration class (300mm);GLO;-0.0444997;kilogram;cutoff38;total
6380;330a01abe4f17de4a71e634f6c40c08a;treatment of fly ash and scrubber sludge, hazardous waste incineration, with energy recovery;CH;-0.5;kilogram;cutoff38;total
6381;330a01abe4f17de4a71e634f6c40c08a;treatment of fly ash and scrubber sludge, hazardous waste incineration;CH;-0.5;kilogram;cutoff38;total
6592;35f8c93dd4d5c7da1cc1f542a0c812dc;treatment of waste, electrical and electronic cables, open burning;GH;-0.1;kilogram;cutoff38;total
6597;360b07c65bc6ff821d2629bc73710429;treatment of waste polyethylene, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;total
6695;3735848df52fa430113ad35a6b4c6f40;treatment of municipal solid waste, open dump, hyperarid infiltration class (-250mm);GLO;-0.0196344977267085;kilogram;cutoff38;total
6700;3735848df52fa430113ad35a6b4c6f40;treatment of municipal solid waste, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.0275828515230707;kilogram;cutoff38;total
6703;3735848df52fa430113ad35a6b4c6f40;treatment of municipal solid waste, unsanitary landfill, wet infiltration class (500mm);GLO;-0.238658368530976;kilogram;cutoff38;total
6724;37c1892bb1b2d3e27088783ea7e0e627;treatment of waste polyethylene terephthalate, open dump, very wet infiltration class (1000mm);GLO;-0.0095291561611696;kilogram;cutoff38;total
6725;37c1892bb1b2d3e27088783ea7e0e627;treatment of waste polyethylene terephthalate, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0718162919968532;kilogram;cutoff38;total
6733;3810866a0c1e9fbd284c8780cf2546d1;treatment of kitchen and garden biowaste, home composting in heaps and containers;FR;-0.0230016583747927;kilogram;cutoff38;total
6973;3b02466305df145d5d547a5d47be0b94;treatment of waste wood, untreated, unsanitary landfill, moist infiltration class (300mm);GLO;-0.329636389307973;kilogram;cutoff38;total
7108;3cf3d8ad34ec7dbda00a4ecebd926cf2;treatment of waste glass, unsanitary landfill, moist infiltration class (300mm);GLO;-0.329636389307973;kilogram;cutoff38;total
7112;3cf79ca3543885a98b1f3da3501c5340;treatment of waste emulsion paint on wood, collection for final disposal;CH;-0.0003079348536585;kilogram;cutoff38;total
7237;3debdec22c648879ffe2b26eec4d1932;market for waste gypsum plasterboard;GLO;-31248.0;kilogram;cutoff38;total
7349;3f7e8eef5df09dbdb2426a0515c3343f;treatment of waste gypsum plasterboard, collection for final disposal;CH;-0.41;kilogram;cutoff38;total
7350;3f7e8eef5df09dbdb2426a0515c3343f;treatment of waste gypsum plasterboard, recycling;CH;-0.41;kilogram;cutoff38;total
7351;3f7e8eef5df09dbdb2426a0515c3343f;treatment of waste gypsum plasterboard, sorting plant;CH;-0.18;kilogram;cutoff38;total
7352;3f850a95f06cd18306a0fa8b10f5aeff;treatment of spent antifreezer liquid, hazardous waste incineration, with energy recovery;CH;-0.0042084427798375;kilogram;cutoff38;total
7353;3f850a95f06cd18306a0fa8b10f5aeff;treatment of spent antifreezer liquid, hazardous waste incineration;CH;-0.0042084427798375;kilogram;cutoff38;total
7570;41f4cefcded659382da062f757d9700b;treatment of waste plastic, mixture, open dump, hyperarid infiltration class (-250mm);GLO;-0.0241530148866973;kilogram;cutoff38;total
7572;41f4cefcded659382da062f757d9700b;treatment of waste plastic, mixture, open dump, very wet infiltration class (1000mm);GLO;-0.0581108636290239;kilogram;cutoff38;total
7575;41f4cefcded659382da062f757d9700b;treatment of waste plastic, mixture, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;total
7577;41f4cefcded659382da062f757d9700b;treatment of waste plastic, mixture, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0792268474637746;kilogram;cutoff38;total
7696;438c5e851b55ccad7ff60d6221df6fa4;treatment of waste wood, untreated, open dump, hyperarid infiltration class (-250mm);GLO;-0.0219802370389025;kilogram;cutoff38;total
7698;438c5e851b55ccad7ff60d6221df6fa4;treatment of waste wood, untreated, open dump, very wet infiltration class (1000mm);GLO;-0.0413659011877364;kilogram;cutoff38;total
7701;438c5e851b55ccad7ff60d6221df6fa4;treatment of waste wood, untreated, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.033341383114629;kilogram;cutoff38;total
7703;438c5e851b55ccad7ff60d6221df6fa4;treatment of waste wood, untreated, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0612481155052483;kilogram;cutoff38;total
7778;4438e012992ad9d532ef56afb48bbfc1;treatment of waste paperboard, municipal incineration with fly ash extraction;CH;-0.015;kilogram;cutoff38;total
8028;48c65e37000052b9ae70254ff88f00f7;treatment of waste paperboard, open dump, very wet infiltration class (1000mm);GLO;-0.0095291561611696;kilogram;cutoff38;total
8029;48c65e37000052b9ae70254ff88f00f7;treatment of waste paperboard, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0718162919968532;kilogram;cutoff38;total
8058;4920dc2c285589681af6870bd727b01a;treatment of waste glass, unsanitary landfill, wet infiltration class (500mm);GLO;-0.667053470151236;kilogram;cutoff38;total
8206;4ba27c89a038f14c03327fecbe9ab252;treatment of biowaste, industrial composting;RoW;-0.0011347592478325;kilogram;cutoff38;total
8210;4bb86bb2c3599155352cfcfe079c001e;treatment of waste mineral plaster, collection for final disposal;RoW;-0.5;kilogram;cutoff38;total
8211;4bb86bb2c3599155352cfcfe079c001e;treatment of waste mineral plaster, sorting plant;RoW;-0.5;kilogram;cutoff38;total
8588;5072a885a8605d5f7a0e360358693273;process-specific burdens, municipal waste incineration;CH;5.2756e-05;kilogram;cutoff38;total
8856;53ba1e5da947b2b407b266202ce6b72b;treatment of waste polyvinylchloride, open dump, wet infiltration class (500mm);GLO;-0.505163942939495;kilogram;cutoff38;total
8857;53ba1e5da947b2b407b266202ce6b72b;treatment of waste polyvinylchloride, unsanitary landfill, wet infiltration class (500mm);GLO;-0.2105284767503;kilogram;cutoff38;total
8883;540b96b014f98697a449ba2dc08ed3a8;treatment of waste emulsion paint on wall, collection for final disposal;CH;-0.00193588378;kilogram;cutoff38;total
8884;540b96b014f98697a449ba2dc08ed3a8;treatment of waste emulsion paint on wall, sorting plant;CH;-0.00648100222;kilogram;cutoff38;total
8900;543b59e258fa996a0997436b540b61ed;treatment of waste paint on wall, collection for final disposal;CH;-0.001935883678726;kilogram;cutoff38;total
8901;543b59e258fa996a0997436b540b61ed;treatment of waste paint on wall, sorting plant;CH;-0.0064810018809522;kilogram;cutoff38;total
9044;567cf03883613c99696925cc9943a9f5;market for waste concrete gravel;CH;-0.023050363;kilogram;cutoff38;total
9374;5818b9ad4c504660ebd8416dc222bf68;treatment of drilling waste, landfarming;RoW;-0.6;kilogram;cutoff38;total
9375;5818b9ad4c504660ebd8416dc222bf68;treatment of drilling waste, residual material landfill;RoW;-0.4;kilogram;cutoff38;total
9505;59d53fa95cdcf355f6755f72c1f632e7;treatment of waste emulsion paint, municipal incineration with fly ash extraction;CH;-0.262;kilogram;cutoff38;total
9507;59d53fa95cdcf355f6755f72c1f632e7;market for waste mineral plaster;CH;-50.0;kilogram;cutoff38;total
9522;5a234131eced8e8dcd9be95afa9187d8;treatment of waste polypropylene, open dump, hyperarid infiltration class (-250mm);GLO;-0.0241530148866973;kilogram;cutoff38;total
9527;5a234131eced8e8dcd9be95afa9187d8;treatment of waste polypropylene, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;total
9701;5c5e3589166ef79f75928fca6e557b08;treatment of refinery sludge, hazardous waste incineration, with energy recovery;Europe without Switzerland;-0.444444444444444;kilogram;cutoff38;total
9702;5c5e3589166ef79f75928fca6e557b08;treatment of refinery sludge, hazardous waste incineration;Europe without Switzerland;-0.444444444444444;kilogram;cutoff38;total
9889;5e6996298c05e4e237fe1b974f6b84b3;treatment of waste gypsum, inert material landfill;RoW;-0.822855859901212;kilogram;cutoff38;total
9890;5e6996298c05e4e237fe1b974f6b84b3;treatment of waste gypsum, sanitary landfill;RoW;-0.177144140098788;kilogram;cutoff38;total
10427;6491827976b1b1cd686ee321444ddd5c;treatment of waste paperboard, open dump, hyperarid infiltration class (-250mm);GLO;-0.0183630644692003;kilogram;cutoff38;total
10432;6491827976b1b1cd686ee321444ddd5c;treatment of waste paperboard, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.0283896623691172;kilogram;cutoff38;total
10506;65903ee603246c4719b84673af56cdf6;fibre and fabric waste, polyester, Recycled Content cut-off;GLO;-0.035;kilogram;cutoff38;total
10743;6921b9ac3e0c35288326c9a81aaceb1b;treatment of waste graphical paper, open dump, hyperarid infiltration class (-250mm);GLO;-0.0183630644692003;kilogram;cutoff38;total
10744;6921b9ac3e0c35288326c9a81aaceb1b;treatment of waste graphical paper, open dump, moist infiltration class (300mm);GLO;-0.025191639833373;kilogram;cutoff38;total
10745;6921b9ac3e0c35288326c9a81aaceb1b;treatment of waste graphical paper, open dump, very wet infiltration class (1000mm);GLO;-0.0306443440211472;kilogram;cutoff38;total
10748;6921b9ac3e0c35288326c9a81aaceb1b;treatment of waste graphical paper, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.0283896623691172;kilogram;cutoff38;total
10750;6921b9ac3e0c35288326c9a81aaceb1b;treatment of waste graphical paper, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0475699648170677;kilogram;cutoff38;total
10780;694821d336da2792c579bf00e59e3e18;treatment of waste cement, hydrated, residual material landfill;RoW;-8.69e-07;kilogram;cutoff38;total
11408;6ef1f07efc2ec924c8266c134a61b830;treatment of inert waste, inert material landfill;CH;-0.004995;kilogram;cutoff38;total
12243;792da10b3d13573b1c4ef144f3bd8077;treatment of waste polystyrene, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;total
12294;79a9aae9ca4ddc6ed5240e97da9358d7;treatment of waste brick, collection for final disposal;RoW;-0.415755607720858;kilogram;cutoff38;total
12295;79a9aae9ca4ddc6ed5240e97da9358d7;treatment of waste brick, recycling;RoW;-0.415160740730075;kilogram;cutoff38;total
12296;79a9aae9ca4ddc6ed5240e97da9358d7;treatment of waste brick, sorting plant;RoW;-0.169083651549067;kilogram;cutoff38;total
12374;7a0eb3c4a27c58f5c0005ea918ecb9dc;treatment of waste rubber, unspecified, municipal incineration;RoW;-0.76;kilogram;cutoff38;total
12699;7c230ce664994b0fc2858b7d45808938;waste polyethylene, for recycling, sorted, Recycled Content cut-off;GLO;-0.122;kilogram;cutoff38;total
12756;7d0c8001d87224bb1014b53a16f4dd5a;market for waste sealing sheet, polyvinylchloride;CH;-22.9;kilogram;cutoff38;total
12793;7d1b1a9e58e9e8871e22d2c6287ea70b;treatment of waste reinforcement steel, sorting plant;CH;-0.28;kilogram;cutoff38;total
12974;7eeaa98613e6abb358b53c37cb605aaa;treatment of waste glass pane in burnable frame, collection for final disposal;CH;-0.82;kilogram;cutoff38;total
12975;7eeaa98613e6abb358b53c37cb605aaa;treatment of waste glass pane in burnable frame, sorting plant;CH;-0.18;kilogram;cutoff38;total
13470;83937044f37e759a76aa68f7e60123da;market for waste sealing sheet, polyethylene;RoW;-0.925;kilogram;cutoff38;total
13895;86c9559975d80cbdfd21542c186bc1a4;treatment of waste polyvinylchloride, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;total
13901;86fceea53106bf17d4ca5ccc66d88ad7;treatment of waste concrete gravel, collection for final disposal;RoW;-0.41;kilogram;cutoff38;total
13902;86fceea53106bf17d4ca5ccc66d88ad7;treatment of waste concrete gravel, recycling;RoW;-0.41;kilogram;cutoff38;total
13903;86fceea53106bf17d4ca5ccc66d88ad7;treatment of waste concrete gravel, sorting plant;RoW;-0.18;kilogram;cutoff38;total
14131;8a5e2d9f823a2a31988716ff7a11280d;treatment of waste glass, open dump, moist infiltration class (300mm);GLO;-0.0832381279944318;kilogram;cutoff38;total
14242;8ad4f8ffbe7db3811ef153802ecc3bc3;treatment of waste glass sheet, collection for final disposal;Europe without Switzerland;-0.596774193548387;kilogram;cutoff38;total
14243;8ad4f8ffbe7db3811ef153802ecc3bc3;treatment of waste glass sheet, sorting plant;Europe without Switzerland;-0.403225806451613;kilogram;cutoff38;total
14254;8b222084c4af6b2ab8c97a04fbfccb84;treatment of waste emulsion paint, hazardous waste incineration, with energy recovery;RoW;-0.0422796024158235;kilogram;cutoff38;total
14255;8b222084c4af6b2ab8c97a04fbfccb84;treatment of waste emulsion paint, hazardous waste incineration;RoW;-0.0422796024158235;kilogram;cutoff38;total
14256;8b222084c4af6b2ab8c97a04fbfccb84;treatment of waste emulsion paint, inert material landfill;RoW;-0.126040240460413;kilogram;cutoff38;total
14257;8b222084c4af6b2ab8c97a04fbfccb84;treatment of waste emulsion paint, municipal incineration;RoW;-0.195014754813742;kilogram;cutoff38;total
14392;8c7e97b600a7fd50ff73549021d69e98;treatment of waste polyethylene terephthalate, open dump, moist infiltration class (300mm);GLO;-0.23634955508555;kilogram;cutoff38;total
14507;8dd2e20d0e16384c051637817ef928d4;treatment of waste glass, open dump, hyperarid infiltration class (-250mm);GLO;-0.0208443807352204;kilogram;cutoff38;total
14512;8dd2e20d0e16384c051637817ef928d4;treatment of waste glass, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.0337819715299597;kilogram;cutoff38;total
14803;91a27e9faa7c32ec61edbb0b089afce2;treatment of waste wood, untreated, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;total
15389;98f8f9900585645fdfd3623d0b2c478e;treatment of waste concrete, not reinforced, collection for final disposal;RoW;-0.418548587154195;kilogram;cutoff38;total
15390;98f8f9900585645fdfd3623d0b2c478e;treatment of waste concrete, not reinforced, recycling;RoW;-0.424383935694234;kilogram;cutoff38;total
15391;98f8f9900585645fdfd3623d0b2c478e;treatment of waste concrete, not reinforced, sorting plant;RoW;-0.157067477151572;kilogram;cutoff38;total
15637;9cd55dce6a45000072e91e955a7a9211;treatment of waste frit from cathode ray tube production, residual material landfill;CH;-0.0084168855596782;kilogram;cutoff38;total
15660;9d7b55d4bc01b405f06100a0f0a7687f;treatment of waste polyurethane seal, collection for final disposal;CH;-0.0006426903388939;kilogram;cutoff38;total
15661;9d7b55d4bc01b405f06100a0f0a7687f;treatment of waste polyurethane seal, sorting plant;CH;-0.0022494161861288;kilogram;cutoff38;total
15733;9e2322b1e96c52896258e5cbe22ff219;treatment of waste polyethylene, open dump, hyperarid infiltration class (-250mm);GLO;-0.0241530148866973;kilogram;cutoff38;total
15735;9e2322b1e96c52896258e5cbe22ff219;treatment of waste polyethylene, open dump, very wet infiltration class (1000mm);GLO;-0.0581108636290239;kilogram;cutoff38;total
15738;9e2322b1e96c52896258e5cbe22ff219;treatment of waste polyethylene, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;total
15740;9e2322b1e96c52896258e5cbe22ff219;treatment of waste polyethylene, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0792268474637746;kilogram;cutoff38;total
15785;9e772ddeeeea59267a4c531e5079a5b5;market for waste cement-fibre slab;CH;-33.0;kilogram;cutoff38;total
15807;9eaaaeb558f1a168fab93bbc5698196d;treatment of waste polyethylene terephthalate, open dump, hyperarid infiltration class (-250mm);GLO;-0.0241530148866973;kilogram;cutoff38;total
15812;9eaaaeb558f1a168fab93bbc5698196d;treatment of waste polyethylene terephthalate, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;total
16092;a19a7749f103b006c88997881e2b508b;treatment of waste paperboard, inert material landfill;RoW;-0.018;kilogram;cutoff38;total
16452;a37d19fe93bab8337bb6abd8e6c9dfe6;treatment of waste textile, soiled, municipal incineration;RoW;-0.990717150895866;kilogram;cutoff38;total
16574;a4baea9365a13ba573c85b068e2306d1;market for waste frit from cathode ray tube production;GLO;-0.00028193;kilogram;cutoff38;total
17233;a9cf9dbbe62f31e35d984918704c7b5c;treatment of municipal solid waste, municipal incineration with fly ash extraction;CH;-0.989999;kilogram;cutoff38;total
17377;ab7bd71b629576ed3187e6298b58e341;treatment of waste reinforced concrete, collection for final disposal;Europe without Switzerland;-0.291281424314205;kilogram;cutoff38;total
17378;ab7bd71b629576ed3187e6298b58e341;treatment of waste reinforced concrete, recycling;Europe without Switzerland;-0.202491021624513;kilogram;cutoff38;total
17379;ab7bd71b629576ed3187e6298b58e341;treatment of waste reinforced concrete, sorting plant;Europe without Switzerland;-0.506227554061282;kilogram;cutoff38;total
17434;ac3fefb19d79b1ee0f2a5f65c3626fed;treatment of waste cement-fibre slab, collection for final disposal;CH;-0.5;kilogram;cutoff38;total
17435;ac3fefb19d79b1ee0f2a5f65c3626fed;treatment of waste cement-fibre slab, recycling;CH;-0.5;kilogram;cutoff38;total
17807;af0199131188946560a15f7a248426d3;treatment of waste, from silicon wafer production, underground deposit;DE;-0.0605146238179278;kilogram;cutoff38;total
18689;b801b275712c1cbc9b2c6abc649287f9;treatment of waste plastic, consumer electronics, dismantling, sorting and cleaning, formal sector;IN;7.31916393336128e-05;kilogram;cutoff38;total
19635;c0e3e2ea20f7e6bd3f285d1162653898;treatment of waste, pneumatic tyres, open burning;GH;-0.111938571428571;kilogram;cutoff38;total
19639;c0ea3ca9b464672a57b4c9aa547486a1;treatment of waste polyvinylchloride, open dump, very wet infiltration class (1000mm);GLO;-0.0095291561611696;kilogram;cutoff38;total
19640;c0ea3ca9b464672a57b4c9aa547486a1;treatment of waste polyvinylchloride, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0718162919968532;kilogram;cutoff38;total
19865;c34dde0a9cd635c36531f2a7f9737a18;treatment of waste mineral wool, collection for final disposal;RoW;-0.121699131526777;kilogram;cutoff38;total
19866;c34dde0a9cd635c36531f2a7f9737a18;treatment of waste mineral wool, recycling;RoW;-0.643500913625364;kilogram;cutoff38;total
20316;c787e70477849b3402d74c8dabac4d9b;treatment of biowaste, open dump;IN;-0.0261659474548991;kilogram;cutoff38;total
20317;c787e70477849b3402d74c8dabac4d9b;treatment of biowaste by anaerobic digestion;RoW;-0.211957054846008;kilogram;cutoff38;total
20346;c822dc6bb34eb2098a6e4e847e648ee4;treatment of used capacitor, to hazardous waste incineration, with energy recovery;CH;-0.0042084427798375;kilogram;cutoff38;total
20347;c822dc6bb34eb2098a6e4e847e648ee4;treatment of used capacitor, to hazardous waste incineration;CH;-0.0042084427798375;kilogram;cutoff38;total
20642;cbf9abbff1c3649505375703cfef368a;treatment of waste plastic, consumer electronics, open burning;GLO;-7.64073257112798e-09;kilogram;cutoff38;total
20643;cbf9abbff1c3649505375703cfef368a;treatment of waste plastic, consumer electronics, sanitary landfill, wet infiltration class (500mm);GLO;-7.64073257112798e-09;kilogram;cutoff38;total
20644;cbf9abbff1c3649505375703cfef368a;treatment of waste plastic, consumer electronics, unsanitary landfill, wet infiltration class (500mm);GLO;-7.64073257112798e-09;kilogram;cutoff38;total
20645;cbf9abbff1c3649505375703cfef368a;treatment of waste plastic, consumer electronics, municipal incineration;RoW;-0.999999977077802;kilogram;cutoff38;total
22095;dd2b3c0494e395be7c7ad011768bbdb4;treatment of waste aluminium, sanitary landfill;CH;-0.008416885559675;kilogram;cutoff38;total
22991;e4befb1f0bb8e9caf36bb07c112c3e76;treatment of waste yarn and waste textile, unsanitary landfill;IN;-0.391087708785563;kilogram;cutoff38;total
23598;ecb88a6bcbed5709aedaab1264655a45;treatment of waste polyurethane, inert material landfill;RoW;-26.7;kilogram;cutoff38;total
24035;f16114f20dfb164f1ef9b0aa9c393633;treatment of biowaste, municipal incineration with fly ash extraction;CH;-0.446727762192701;kilogram;cutoff38;total
24625;f84546089494429cddd7a1d3e1520485;treatment of waste, from silicon wafer production, inorganic, residual material landfill;CH;-0.0084168855596782;kilogram;cutoff38;total
24776;fa57f8b846f35131a9fc53b34f7bfa15;treatment of waste plaster-cardboard sandwich, collection for final disposal;CH;-0.41;kilogram;cutoff38;total
24777;fa57f8b846f35131a9fc53b34f7bfa15;treatment of waste plaster-cardboard sandwich, recycling;CH;-0.41;kilogram;cutoff38;total
24778;fa57f8b846f35131a9fc53b34f7bfa15;treatment of waste plaster-cardboard sandwich, sorting plant;CH;-0.18;kilogram;cutoff38;total
24807;fb035893d851ec0b26f57c6809f7f2c8;treatment of waste reinforced plasterboard, collection for final disposal;CH;-0.41;kilogram;cutoff38;total
24808;fb035893d851ec0b26f57c6809f7f2c8;treatment of waste reinforced plasterboard, recycling;CH;-0.41;kilogram;cutoff38;total
24809;fb035893d851ec0b26f57c6809f7f2c8;treatment of waste reinforced plasterboard, sorting plant;CH;-0.18;kilogram;cutoff38;total
25221;fea2d26de5ccbae6df6f1c76a6e9d5ec;treatment of waste polyvinylchloride, open dump, hyperarid infiltration class (-250mm);GLO;-0.0241530148866973;kilogram;cutoff38;total
25226;fea2d26de5ccbae6df6f1c76a6e9d5ec;treatment of waste polyvinylchloride, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;total
0;0001d63d152662f68f5e85280f79e12f;market for wastewater, average;Europe without Switzerland;-0.0002444407512171;cubic meter;cutoff38;total
