;ex_code;ex_name;ex_loc;ex_amount;ex_unit;db_name;category
884;05403b2b033e66cc3790372a795fbd74;market group for waste polyurethane;Europe without Switzerland;-3.03306348046554;kilogram;cutoff38;total
903;05679a39a8ac3421c2e798a497141edf;market group for waste graphical paper;Europe without Switzerland;-4.09465437587532e-06;kilogram;cutoff38;total
913;056a4dda574b2a088a5fd263417a31b0;treatment of waste emulsion paint, sanitary landfill;CH;-0.85;kilogram;cutoff38;total
916;057a60da2c6b8aac5495650ccabd332b;market for waste asphalt;RoW;-0.0168;kilogram;cutoff38;total
926;05d9c1d1ac350f93158ff13ee01b837c;treatment of waste paperboard, open dump, moist infiltration class (300mm);GLO;-0.286272170127387;kilogram;cutoff38;total
927;05d9c1d1ac350f93158ff13ee01b837c;treatment of waste paperboard, unsanitary landfill, moist infiltration class (300mm);GLO;-0.626603589299052;kilogram;cutoff38;total
929;05db5556bada566a89299717c00a2c4e;waste wood, post-consumer, Recycled Content cut-off;GLO;-3.72239305232786e-05;kilogram;cutoff38;total
966;0634c269abbf3f3fe3bbb6de8c75a2a8;treatment of waste paint on metal, sorting plant;CH;-0.137;kilogram;cutoff38;total
967;066bb9c2100cdbec97142cf1f5e6ce2d;treatment of waste glass, municipal incineration;RoW;-0.980653482373173;kilogram;cutoff38;total
968;066bb9c2100cdbec97142cf1f5e6ce2d;treatment of waste glass, open burning;GLO;-0.0001743443346197;kilogram;cutoff38;total
969;066bb9c2100cdbec97142cf1f5e6ce2d;treatment of waste glass, sanitary landfill;GLO;-0.0191721732922074;kilogram;cutoff38;total
1025;0741e3758cafec5d456ca4f19748a113;market for slaughterhouse waste;GLO;-0.0538461323432408;kilogram;cutoff38;total
1137;07efa16b83313f67496b3f211e6f92cd;market for waste wood pole, chrome preserved;RoW;-8.23256769198321e-05;kilogram;cutoff38;total
1139;07f368ed348d5f8916f289c13fd2570a;treatment of waste graphical paper, municipal incineration with fly ash extraction;CH;-0.0155;kilogram;cutoff38;total
1237;0848065a09110dda8412e2b48219825f;treatment of hazardous waste, hazardous waste incineration, with energy recovery;CH;-0.5;kilogram;cutoff38;total
1238;0848065a09110dda8412e2b48219825f;treatment of hazardous waste, hazardous waste incineration;CH;-0.5;kilogram;cutoff38;total
1282;08e30af45f04be29900e4b3cf37eebfc;treatment of waste paint, hazardous waste incineration, with energy recovery;Europe without Switzerland;-0.0849187315662545;kilogram;cutoff38;total
1283;08e30af45f04be29900e4b3cf37eebfc;treatment of waste paint, hazardous waste incineration;Europe without Switzerland;-0.0849187315662545;kilogram;cutoff38;total
1284;08e30af45f04be29900e4b3cf37eebfc;treatment of waste paint, inert material landfill;Europe without Switzerland;-0.0916316747730731;kilogram;cutoff38;total
1285;08e30af45f04be29900e4b3cf37eebfc;treatment of waste paint, municipal incineration;Europe without Switzerland;-0.301075502825812;kilogram;cutoff38;total
1286;08e30af45f04be29900e4b3cf37eebfc;treatment of waste paint, sanitary landfill;Europe without Switzerland;-0.366526699092292;kilogram;cutoff38;total
1370;090c58884dc7c4d9ed894840b70dcb27;treatment of waste polypropylene, open burning;GLO;-0.0871242405735605;kilogram;cutoff38;total
1371;090c58884dc7c4d9ed894840b70dcb27;treatment of waste polypropylene, open dump, moist infiltration class (300mm);GLO;-0.286272170127387;kilogram;cutoff38;total
1372;090c58884dc7c4d9ed894840b70dcb27;treatment of waste polypropylene, unsanitary landfill, moist infiltration class (300mm);GLO;-0.626603589299052;kilogram;cutoff38;total
1373;090ec897de6fbe6127ae4552cbd5f4df;market for waste plastic, consumer electronics;RoW;-0.0279580000000001;kilogram;cutoff38;total
1381;092eb9083f5e342bd345817a9483bcaa;treatment of municipal solid waste, sanitary landfill;CA-QC;-0.0003965940040874;kilogram;cutoff38;total
1382;092eb9083f5e342bd345817a9483bcaa;treatment of waste mineral oil, hazardous waste incineration;RoW;-7.26525983637743e-06;kilogram;cutoff38;total
1474;0a0b23defe26bd950bff10a21f5e1203;treatment of waste polyethylene terephthalate, municipal incineration;RoW;-0.982431807674526;kilogram;cutoff38;total
1476;0a0b23defe26bd950bff10a21f5e1203;treatment of waste polyethylene terephthalate, sanitary landfill;RoW;-0.0173861021883577;kilogram;cutoff38;total
1478;0a32f0ab3021f3866ff7c48b5897b9b0;treatment of waste polyurethane, municipal incineration;RoW;-0.0539407403935113;kilogram;cutoff38;total
1479;0a32f0ab3021f3866ff7c48b5897b9b0;treatment of waste polyurethane, open burning;GLO;-0.0275938418728608;kilogram;cutoff38;total
1480;0a32f0ab3021f3866ff7c48b5897b9b0;treatment of waste polyurethane, open dump, dry infiltration class (100mm);GLO;-0.02611582974533;kilogram;cutoff38;total
1481;0a32f0ab3021f3866ff7c48b5897b9b0;treatment of waste polyurethane, unsanitary landfill, dry infiltration class (100mm);GLO;-0.892349587988298;kilogram;cutoff38;total
1491;0a53241c66805844c365acafc1659dfb;market for waste foundry sand;GLO;-277346.5239;kilogram;cutoff38;total
1507;0aa60e453658091c9dc47fa8f9bf1d0e;treatment of waste paint on metal, collection for final disposal;CH;-0.0200000035799773;kilogram;cutoff38;total
1526;0afb74f512f4733d13fb62b81ad782d2;treatment of waste reinforcement steel, recycling;RoW;-673069.95;kilogram;cutoff38;total
1527;0afb74f512f4733d13fb62b81ad782d2;treatment of waste reinforcement steel, collection for final disposal;RoW;-1249987.05;kilogram;cutoff38;total
1606;0c2f3bd793a7c820c9ce235506316176;market for waste, from silicon wafer production, inorganic;GLO;-0.2;kilogram;cutoff38;total
1716;0c8bd5a75f3ad3e07842825e26eb8b8f;treatment of bilge oil, hazardous waste incineration, with energy recovery;Europe without Switzerland;-0.5;kilogram;cutoff38;total
1717;0c8bd5a75f3ad3e07842825e26eb8b8f;treatment of bilge oil, hazardous waste incineration;Europe without Switzerland;-0.5;kilogram;cutoff38;total
1723;0cbb759cc5686df90185c3fbc7b8262b;market for decarbonising waste;RoW;-0.0008828571428571;kilogram;cutoff38;total
1729;0cfa59dce26be9a747f95009b4537eba;market for waste polyvinylchloride product;Europe without Switzerland;-8.39566535448606;kilogram;cutoff38;total
1740;0d14205d66211595da335d22b5215572;treatment of waste wood, untreated, open dump, wet infiltration class (500mm);GLO;-0.0086910740415283;kilogram;cutoff38;total
1742;0d14205d66211595da335d22b5215572;treatment of waste wood, untreated, unsanitary landfill, wet infiltration class (500mm);GLO;-0.70313740460933;kilogram;cutoff38;total
1786;0d45374b69059d8be75edc842998c011;treatment of inert waste, sanitary landfill;RoW;-0.316688116704502;kilogram;cutoff38;total
1792;0d72f458790d75380907a1dd32e4566c;treatment of basic oxygen furnace waste, residual material landfill;CH;-0.0084168855596782;kilogram;cutoff38;total
1816;0dbae1392e42e1d28ecd2bfd21baf2ab;market for waste bamboo residues;GLO;-0.25;kilogram;cutoff38;total
1841;0dd029fc3c8985393e6e5bca19f6b05b;market for waste bitumen sheet;CH;-535.09;kilogram;cutoff38;total
1946;0e22398e92062c96dc57528d4fd93dce;treatment of waste polystyrene, municipal incineration;RoW;-0.61001052803803;kilogram;cutoff38;total
1947;0e22398e92062c96dc57528d4fd93dce;treatment of waste polystyrene, open burning;GLO;-0.0278904162073016;kilogram;cutoff38;total
1948;0e22398e92062c96dc57528d4fd93dce;treatment of waste polystyrene, open dump, moist infiltration class (300mm);GLO;-0.23634955508555;kilogram;cutoff38;total
1949;0e22398e92062c96dc57528d4fd93dce;treatment of waste polystyrene, sanitary landfill;RoW;-0.125749500669118;kilogram;cutoff38;total
1952;0e2c078b3826b289fabf56098bf3514d;treatment of waste paperboard, open dump, wet infiltration class (500mm);GLO;-0.505163942939495;kilogram;cutoff38;total
1953;0e2c078b3826b289fabf56098bf3514d;treatment of waste paperboard, unsanitary landfill, wet infiltration class (500mm);GLO;-0.2105284767503;kilogram;cutoff38;total
1957;0e338d70e5a7fc9eb9927d2bbb5b5339;market for waste yarn and waste textile;GLO;-0.01;kilogram;cutoff38;total
1967;0e9a8a745f8b6ea188bfc6144aefa752;treatment of waste plastic, mixture, municipal incineration;RoW;-0.000168112;kilogram;cutoff38;total
2103;0ecaf2fdfb7eb887e6d33757c8600adf;treatment of waste polyurethane, sanitary landfill;RoW;-0.0080179887435868;kilogram;cutoff38;total
2112;0eec660c83460ecb29b652645abeb5e8;treatment of waste polyurethane, open dump, moist infiltration class (300mm);GLO;-0.0832381279944318;kilogram;cutoff38;total
2114;0eec660c83460ecb29b652645abeb5e8;treatment of waste polyurethane, unsanitary landfill, moist infiltration class (300mm);GLO;-0.0885383511576547;kilogram;cutoff38;total
2118;0f317ac3a712fe00c0ef90897888226e;treatment of garden biowaste, home composting in heaps;FR;-0.0229999868571504;kilogram;cutoff38;total
2122;0f32bc6926825c1e28e00c461565d931;treatment of waste polystyrene, open dump, wet infiltration class (500mm);GLO;-0.0086910740415283;kilogram;cutoff38;total
2124;0f32bc6926825c1e28e00c461565d931;treatment of waste polystyrene, unsanitary landfill, wet infiltration class (500mm);GLO;-0.70313740460933;kilogram;cutoff38;total
2133;0f81713e5cb29eca64403bfa8eb41ea7;market for process-specific burdens, municipal waste incineration;RoW;5.2756e-05;kilogram;cutoff38;total
2174;0fa34ad3ccc7e283243be0381f591345;treatment of waste glass, unsanitary landfill, dry infiltration class (100mm);GLO;-0.740400990118668;kilogram;cutoff38;total
2197;0fee609478994156b3544aaad3458d06;treatment of waste polyethylene, open burning;GLO;-0.0205469906849226;kilogram;cutoff38;total
2198;0fee609478994156b3544aaad3458d06;treatment of waste polyethylene, open dump, wet infiltration class (500mm);GLO;-0.0086910740415283;kilogram;cutoff38;total
2199;0fee609478994156b3544aaad3458d06;treatment of waste polyethylene, sanitary landfill;RoW;-0.266856494023727;kilogram;cutoff38;total
2200;0fee609478994156b3544aaad3458d06;treatment of waste polyethylene, unsanitary landfill, wet infiltration class (500mm);GLO;-0.70313740460933;kilogram;cutoff38;total
2202;10105a8b5cf04108829b7470109308d8;waste paperboard, unsorted, Recycled Content cut-off;GLO;-0.5;kilogram;cutoff38;total
2247;10ae7282611d38cf5dd8ca96c56f27db;treatment of waste plastic, mixture, open burning;GLO;-0.0275938418728608;kilogram;cutoff38;total
2248;10ae7282611d38cf5dd8ca96c56f27db;treatment of waste plastic, mixture, open dump, dry infiltration class (100mm);GLO;-0.02611582974533;kilogram;cutoff38;total
2249;10ae7282611d38cf5dd8ca96c56f27db;treatment of waste plastic, mixture, unsanitary landfill, dry infiltration class (100mm);GLO;-0.892349587988298;kilogram;cutoff38;total
2263;111d0f59b2dd629675208f924d72e342;market for waste x-ray film;GLO;-0.072596154;kilogram;cutoff38;total
2265;111d0f59b2dd629675208f924d72e342;market for waste paint on metal;CH;-0.003942308;kilogram;cutoff38;total
2267;111d0f59b2dd629675208f924d72e342;market for waste emulsion paint, separated;GLO;-0.000641026;kilogram;cutoff38;total
2277;1121eee201f6cce27085841ea743d1f6;market for waste bitumen;Europe without Switzerland;-373.52;kilogram;cutoff38;total
2318;11bdba0ed10929a76745ed33966513ea;treatment of municipal solid waste, incineration;RoW;-0.00423729;kilogram;cutoff38;total
2319;11bdba0ed10929a76745ed33966513ea;treatment of municipal solid waste, open burning;GLO;-0.0150318;kilogram;cutoff38;total
2320;11bdba0ed10929a76745ed33966513ea;treatment of municipal solid waste, unsanitary landfill, dry infiltration class (100mm);GLO;-0.980731;kilogram;cutoff38;total
2331;1219be788e24836e66b2438d4752e78c;treatment of waste polyvinylchloride, municipal incineration;RoW;-0.441076934646913;kilogram;cutoff38;total
2332;1219be788e24836e66b2438d4752e78c;treatment of waste polyvinylchloride, open burning;GLO;-0.0067437884585538;kilogram;cutoff38;total
2333;1219be788e24836e66b2438d4752e78c;treatment of waste polyvinylchloride, sanitary landfill;RoW;-0.552179276894533;kilogram;cutoff38;total
2342;127c15bb3b3e6b13a13569e4bc99f467;treatment of waste polyethylene, open dump, moist infiltration class (300mm);GLO;-0.728129948003917;kilogram;cutoff38;total
2343;127c15bb3b3e6b13a13569e4bc99f467;treatment of waste polyethylene, unsanitary landfill, moist infiltration class (300mm);GLO;-0.081665232033263;kilogram;cutoff38;total
2438;136910105203f05dbd2e6adbd97d9e4c;market for waste plastic, industrial electronics;RoW;-0.32;kilogram;cutoff38;total
2526;14c79aeb786ba98737ccd07d8a8a0721;market for waste cement in concrete and mortar;CH;-266.0;kilogram;cutoff38;total
2534;14e787a1818c5af285171451498bbe73;treatment of waste cement in concrete and mortar, collection for final disposal;Europe without Switzerland;-0.5;kilogram;cutoff38;total
2535;14e787a1818c5af285171451498bbe73;treatment of waste cement in concrete and mortar, sorting plant;Europe without Switzerland;-0.5;kilogram;cutoff38;total
2539;14effc1e6196efe09b1d175bb459e678;treatment of waste paperboard, open dump, dry infiltration class (100mm);GLO;-0.230392332129037;kilogram;cutoff38;total
2541;14effc1e6196efe09b1d175bb459e678;treatment of waste paperboard, unsanitary landfill, dry infiltration class (100mm);GLO;-0.146103403360449;kilogram;cutoff38;total
2550;150bfdcd405b8460927522aa0ac29192;treatment of waste polyvinylchloride, open dump, dry infiltration class (100mm);GLO;-0.0338346476700409;kilogram;cutoff38;total
2551;150bfdcd405b8460927522aa0ac29192;treatment of waste polyvinylchloride, unsanitary landfill, dry infiltration class (100mm);GLO;-0.932741443289229;kilogram;cutoff38;total
2684;15593eafe729929319f64b39b4555a0c;treatment of waste polyurethane, open dump, wet infiltration class (500mm);GLO;-0.0447968622297943;kilogram;cutoff38;total
2698;15deaddd455b40159312591046c06083;market for waste paint on wall;GLO;-2411.0;kilogram;cutoff38;total
2783;16902c6591b817f0e745342a23504c13;market for waste polyvinylfluoride;CH;-0.104;kilogram;cutoff38;total
2809;17306d6581b095270a5d06a156ba3235;treatment of waste polyvinylchloride, open dump, moist infiltration class (300mm);GLO;-0.150753841071451;kilogram;cutoff38;total
2811;17306d6581b095270a5d06a156ba3235;treatment of waste polyvinylchloride, unsanitary landfill, moist infiltration class (300mm);GLO;-0.0444996764128451;kilogram;cutoff38;total
2816;17397304553ec0090a9cc58d72f0c941;treatment of waste polystyrene, unsanitary landfill, dry infiltration class (100mm);GLO;-0.740400990118668;kilogram;cutoff38;total
2931;17cfaed7dc0a820dcb7cb9abbc229a0e;treatment of waste glass, open dump, very wet infiltration class (1000mm);GLO;-0.0095291561611696;kilogram;cutoff38;total
2932;17cfaed7dc0a820dcb7cb9abbc229a0e;treatment of waste glass, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0718162919968532;kilogram;cutoff38;total
3049;18aa9ce2ddae9c96d6e9973f459f032e;treatment of waste glass, municipal incineration with fly ash extraction;CH;-0.98999922959431;kilogram;cutoff38;total
3051;18aa9ce2ddae9c96d6e9973f459f032e;treatment of waste glass, open dump, wet infiltration class (500mm);GLO;-0.0094739291825948;kilogram;cutoff38;total
3077;18e28632bcebc51811e227002b9a779a;treatment of waste polyethylene terephthalate, open dump, wet infiltration class (500mm);GLO;-0.13641396154832;kilogram;cutoff38;total
3078;18e28632bcebc51811e227002b9a779a;treatment of waste polyethylene terephthalate, unsanitary landfill, wet infiltration class (500mm);GLO;-0.765380844923606;kilogram;cutoff38;total
3123;193c483413ca04a8b6ede2f4cf2fb039;market for waste wire plastic;CH;-1377.0;kilogram;cutoff38;total
3220;196d20bbcd859ef1ab291526887cafc9;market for waste, from silicon wafer production;GLO;-0.026629;kilogram;cutoff38;total
3251;198466a6dbaa3030933674ad3b354927;treatment of waste polypropylene, municipal incineration;RoW;-0.296770319615218;kilogram;cutoff38;total
3253;198466a6dbaa3030933674ad3b354927;treatment of waste polypropylene, sanitary landfill;RoW;-0.692492389487787;kilogram;cutoff38;total
3290;1a148e5277d73feda0bb7a293999f07d;market for coating from waste cathode ray tube display;CH;-7.4415137890409e-05;kilogram;cutoff38;total
3298;1a2b1d81f113092ba67a63cd56b2a2e6;treatment of waste plastic plaster, sanitary landfill;CH;-0.85;kilogram;cutoff38;total
3350;1aaba9f9e6cc0dcd6e6ef97c9d61f4fd;waste packaging glass, unsorted, Recycled Content cut-off;GLO;-0.21;kilogram;cutoff38;total
3351;1aaba9f9e6cc0dcd6e6ef97c9d61f4fd;waste polyethylene, for recycling, unsorted, Recycled Content cut-off;GLO;-0.02935;kilogram;cutoff38;total
3451;1b03c7f6285c93fd858ad975efef3c2e;treatment of waste mineral wool, sorting plant;CH;-1.6;kilogram;cutoff38;total
3489;1b4a4aa87531648c7eebae05c054092b;treatment of waste polypropylene, open dump, very wet infiltration class (1000mm);GLO;-0.0095291561611696;kilogram;cutoff38;total
3490;1b4a4aa87531648c7eebae05c054092b;treatment of waste polypropylene, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0718162919968532;kilogram;cutoff38;total
3630;1bfc12952f9446025977984fe33bc5b0;treatment of waste polystyrene, unsanitary landfill, moist infiltration class (300mm);GLO;-0.081665232033263;kilogram;cutoff38;total
3634;1bfda2d364a92bceab67fdd5e4e4ba45;treatment of waste polyurethane, open dump, hyperarid infiltration class (-250mm);GLO;-0.0241530148866973;kilogram;cutoff38;total
3636;1bfda2d364a92bceab67fdd5e4e4ba45;treatment of waste polyurethane, open dump, very wet infiltration class (1000mm);GLO;-0.0581108636290239;kilogram;cutoff38;total
3639;1bfda2d364a92bceab67fdd5e4e4ba45;treatment of waste polyurethane, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;total
3641;1bfda2d364a92bceab67fdd5e4e4ba45;treatment of waste polyurethane, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0792268474637746;kilogram;cutoff38;total
3642;1bfda2d364a92bceab67fdd5e4e4ba45;treatment of waste polyurethane, unsanitary landfill, wet infiltration class (500mm);GLO;-0.234923821966288;kilogram;cutoff38;total
