code;name;location;reference product;categories;classifications;ex_name;ex_amount;ex_unit;ex_product;ex_production volume;ex_type;ex_location
786f693f000f295746893f0699062b28;market for biowaste;RoW;biowaste;;[('ISIC rev.4 ecoinvent', '3821:Treatment and disposal of non-hazardous waste'), ('EcoSpold01Categories', 'biomass/fuels'), ('CPC', '391: Wastes from food and tobacco industry')];treatment of biowaste, industrial composting;-0.527892378159062;kilogram;biowaste;0.0;technosphere;RoW
aa1cc0d45b1e70dacba472d43e6d16d8;market for biowaste;CH;biowaste;;[('ISIC rev.4 ecoinvent', '3821:Treatment and disposal of non-hazardous waste'), ('EcoSpold01Categories', 'biomass/production'), ('CPC', '391: Wastes from food and tobacco industry')];treatment of biowaste, industrial composting;-0.359191211497295;kilogram;biowaste;0.0;technosphere;CH
