('waste_digestion_cubicmeter', 'additions', 2, 'skipped', 0, 'duration:', '0:00:00.026623')
('waste_total_kilogram', 'additions', 25343, 'skipped', 0, 'duration:', '0:04:50.494361')
('waste_total_cubicmeter', 'additions', 2969, 'skipped', 0, 'duration:', '0:00:33.712931')
('waste_digestion_kilogram', 'additions', 2, 'skipped', 0, 'duration:', '0:00:00.026860')
('waste_incineration_cubicmeter', 'additions', 1, 'skipped', 0, 'duration:', '0:00:00.010707')
('waste_hazardous_kilogram', 'additions', 1221, 'skipped', 0, 'duration:', '0:00:13.741871')
('waste_dumped_kilogram', 'additions', 1132, 'skipped', 0, 'duration:', '0:00:12.863959')
('waste_compost_kilogram', 'additions', 8, 'skipped', 0, 'duration:', '0:00:00.087451')
('waste_non-hazardous_kilogram', 'additions', 24122, 'skipped', 0, 'duration:', '0:04:35.692224')
('waste_non-hazardous_cubicmeter', 'additions', 2585, 'skipped', 0, 'duration:', '0:00:30.694728')
('waste_hazardous_cubicmeter', 'additions', 384, 'skipped', 0, 'duration:', '0:00:04.431155')
('waste_incineration_kilogram', 'additions', 1435, 'skipped', 0, 'duration:', '0:00:16.513915')
('waste_recycled_kilogram', 'additions', 42, 'skipped', 0, 'duration:', '0:00:00.501386')
('waste_open-burning_kilogram', 'additions', 548, 'skipped', 0, 'duration:', '0:00:06.388213')
('waste_digestion_cubicmeter', 'additions', 4, 'skipped', 0, 'duration:', '0:00:00.048081')
('waste_total_kilogram', 'additions', 50686, 'skipped', 0, 'duration:', '0:09:49.420634')
('waste_total_cubicmeter', 'additions', 5938, 'skipped', 0, 'duration:', '0:01:09.693894')
('waste_digestion_kilogram', 'additions', 4, 'skipped', 0, 'duration:', '0:00:00.043225')
('waste_incineration_cubicmeter', 'additions', 2, 'skipped', 0, 'duration:', '0:00:00.021488')
('waste_hazardous_kilogram', 'additions', 2442, 'skipped', 0, 'duration:', '0:00:28.518192')
('waste_dumped_kilogram', 'additions', 2264, 'skipped', 0, 'duration:', '0:00:26.104582')
('waste_compost_kilogram', 'additions', 16, 'skipped', 0, 'duration:', '0:00:00.180822')
('waste_non-hazardous_kilogram', 'additions', 48244, 'skipped', 0, 'duration:', '0:11:06.161194')
('waste_non-hazardous_cubicmeter', 'additions', 5170, 'skipped', 0, 'duration:', '0:01:26.695809')
('waste_hazardous_cubicmeter', 'additions', 768, 'skipped', 0, 'duration:', '0:00:13.045126')
('waste_incineration_kilogram', 'additions', 2870, 'skipped', 0, 'duration:', '0:00:48.309118')
('waste_recycled_kilogram', 'additions', 84, 'skipped', 0, 'duration:', '0:00:01.421799')
('waste_open-burning_kilogram', 'additions', 1096, 'skipped', 0, 'duration:', '0:00:18.647688')
