code;name;location;reference product;categories;classifications;ex_name;ex_amount;ex_unit;ex_product;ex_production volume;ex_type;ex_location
1b5facfaba7e04d59ffd3c0e8cc3b0b1;market for biowaste;RoW;biowaste;;[('EcoSpold01Categories', 'biomass/fuels'), ('ISIC rev.4 ecoinvent', '3821:Treatment and disposal of non-hazardous waste'), ('CPC', '391: Wastes from food and tobacco industry')];treatment of biowaste by anaerobic digestion;-0.0331333547778589;kilogram;biowaste;5132574490.0;technosphere;RoW
8baa67dbb041ae6403a2e91d659c948d;market for biowaste;CH;biowaste;;[('EcoSpold01Categories', 'biomass/production'), ('ISIC rev.4 ecoinvent', '3821:Treatment and disposal of non-hazardous waste'), ('CPC', '391: Wastes from food and tobacco industry')];treatment of biowaste by anaerobic digestion;-0.194081026310004;kilogram;biowaste;446310830.0;technosphere;CH
